page_no,preceding_text,link_text,link_destination,link_domain,is_jade_link,is_sublink
223,to R v Vecchio [2016]QCA 71 and R v SCO,"[2016]QCA 248,",http://archive.sclqld.org.au/qjudgment/2016/QCA16-248.pdf,sclqld,FALSE,FALSE
225,identical with it’(De Gruchy v The Queen (2002)211 CLR 85;,"[2002]HCA 33,",https://www.hcourt.gov.au/sites/default/files/eresources/2002/HCA/33.pdf,hcourt,FALSE,FALSE
225,stated in De Gruchy v The Queen (2002)211 CLR 85;,"[2002]HCA 33,",https://www.hcourt.gov.au/sites/default/files/eresources/2002/HCA/33.pdf,hcourt,FALSE,FALSE
225,v Reid [2007]1 Qd R 64). In R v Gaskell,"[2016]QCA 302,",http://archive.sclqld.org.au/qjudgment/2016/QCA16-302.pdf,sclqld,FALSE,FALSE
225,"De Gruchy v The Queen (2002)211 CLR 85, 100-102 [57];","[2002]HCA 33,",https://www.hcourt.gov.au/sites/default/files/eresources/2002/HCA/33.pdf,hcourt,FALSE,FALSE
225,provided a relatively unlikely explanation of the offence’(R v Gaskell,"[2016]QCA 302,",http://archive.sclqld.org.au/qjudgment/2016/QCA16-302.pdf,sclqld,FALSE,FALSE
229,Court decision in Domican v The Queen (1992)173 CLR 555;,[1992]HCA 13,https://www.austlii.edu.au/cgi-bin/viewdoc/au/cases/cth/HCA/1992/13.html,austlii,False,False
229,"The relevant principles, sometimes called the ‘Domican requirements’(R v Renton","[1997]QCA 441),",http://archive.sclqld.org.au/qjudgment/1997/QCA97-441.pdf,sclqld,FALSE,FALSE
230,majority of the Court of Appeal in R v B,[1999]QCA 105,http://archive.sclqld.org.au/qjudgment/1999/QCA99-105.pdf,sclqld,FALSE,FALSE
230,majority of the Court of Appeal in R v B,[1999]QCA 105,http://archive.sclqld.org.au/qjudgment/1999/QCA99-105.pdf,sclqld,FALSE,FALSE
231,then[stated]the rival contentions about them’ was acceptable(see R v B,"[1999]QCA 105,",http://archive.sclqld.org.au/qjudgment/1999/QCA99-105.pdf,sclqld,False,False
231,miscarriage of justice (Domican v The Queen (1992)173 CLR 555;,[1992]HCA 13).,https://www.austlii.edu.au/cgi-bin/viewdoc/au/cases/cth/HCA/1992/13.html,austlii,False,False
232,be gravely prejudicial to the accused’ (Alexander v The Queen,"(1981)145 CLR 395, [2000]QSC 273).",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1981172709&pubNum=3586&originatingDoc=I62b4467087a711e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=3330ee783afa40b282a2af2e018cf321&contextData=(sc.Default)&comp=wlau,thomsonreuters,False,False
232,19 [17]-[18]; [2000]QSC 273). The case of R v Redshaw,[1997]QCA 483,http://archive.sclqld.org.au/qjudgment/1997/QCA97-483.pdf,sclqld,FALSE,FALSE
232,caution (R v Gould (2014)243 A Crim R 205; [2014],"QCA 164,",http://archive.sclqld.org.au/qjudgment/2014/QCA14-164.pdf,sclqld,False,False
234,4 Evidentiary Directions Dock identification In R v Franicevic,"[2010]QCA 36,",http://archive.sclqld.org.au/qjudgment/2010/QCA10-036.pdf,sclqld,FALSE,FALSE
234,kind identified in Domican v The Queen (1992)173 CLR 555;,[1992]HCA 13,http://www.austlii.edu.au/cgi-bin/viewdoc/au/cases/cth/HCA/1992/13.html,austlii,FALSE,FALSE
234,the Domican direction was not required(see also R v Main,[2012]QCA 80).,http://archive.sclqld.org.au/qjudgment/2012/QCA12-080.pdf,sclqld,False,False
246,kind discussed in Robinson v The Queen (1999)197 CLR 162;,[1999]HCA 42,https://www.hcourt.gov.au/sites/default/files/eresources/2025-10-30/HCA/Robinson%20v%20The%20Queen%20%28B59-1998%29%20%5B1999%5D%20HCA%2042.pdf,hcourt,FALSE,FALSE
250,is a good reason for not doing so(R v Warradoo,"[2014]QCA 299,",http://archive.sclqld.org.au/qjudgment/2014/QCA14-299.pdf,sclqld,False,False
253,the decision in Phillips v The Queen (2006)225 CLR 303;,[2006]HCA 4).,https://www.hcourt.gov.au/sites/default/files/eresources/2006/HCA/4.pdf,hcourt,FALSE,FALSE
258,relevant to the complainant’s truthfulness or reliability(cf R v PBT,"[2025]QCA 152,",https://archive.sclqld.org.au/qjudgment/2025/QCA25-152.pdf,sclqld,FALSE,FALSE
258,"about sexual violence, may influence juries(see also R v LBK","[2025]QCA 111,",https://archive.sclqld.org.au/qjudgment/2025/QCA25-111.pdf,sclqld,FALSE,FALSE
259,delayed complaint is relevant of itself’ (R v MEQ [2025],"QCA 186,",https://archive.sclqld.org.au/qjudgment/2025/QCA25-186.pdf,sclqld,FALSE,FALSE
259,there is ‘sufficient’ evidence to warrant doing so(R v MEQ,"[2025]QCA 186,",https://archive.sclqld.org.au/qjudgment/2025/QCA25-186.pdf,sclqld,FALSE,FALSE
260,they were raped or sexually assaulted. In R v Rutherford,[2004]QCA,http://archive.sclqld.org.au/qjudgment/2004/QCA04-481.pdf,sclqld,FALSE,FALSE
260,were raped or sexually assaulted. In R v Rutherford [2004]QCA,"481,",http://archive.sclqld.org.au/qjudgment/2004/QCA04-481.pdf,sclqld,FALSE,FALSE
263,(R v NM [2013]1 Qd R 374; R v PAS,[2014]QCA 289;,http://archive.sclqld.org.au/qjudgment/2014/QCA14-289.pdf,sclqld,FALSE,FALSE
263,R 374; R v PAS [2014]QCA 289; R v KAW,"[2020]QCA 57,",https://archive.sclqld.org.au/qjudgment/2020/QCA20-057.pdf,sclqld,FALSE,FALSE
270,accused’s own inaction: Jarrett at[63]. See also R v PBO,"[2024]QCA 238,",https://plus.lexis.com/apac/document/documentlink/?pdmfid=1539278&crid=e776bbd4-9c35-4076-ae16-a3b5d5de0b93&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn:contentItem:6DH5-CWP3-MC8F-H0D4-00000-00&pdcontentcomponentid=267708&pdproductcontenttypeid=urn:pct:170&pdiskwicview=false&pdpinpoint=&prid=035b2acd-32ed-48ba-8c9a-dda43acb1f52&ecomp=7g_ck,lexis,FALSE,FALSE
270,"In so doing, the Court referred to R v BEA","[2023]QCA 78,",https://plus.lexis.com/apac/document/documentlink/?pdmfid=1539278&crid=1a1483c6-e19f-4a16-a678-a363645bf34c&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn:contentItem:683K-BM51-K0BB-S3B5-00000-00&pdcontentcomponentid=267708&pdproductcontenttypeid=urn:pct:170&pdiskwicview=false&pdpinpoint=&prid=c8f70373-9fba-4380-8463-e3671f91a333&ecomp=7g_ck,lexis,FALSE,FALSE
271,if they had been sexually abused. In R v Cotic,"[2003]QCA 435,",https://advance-lexis-com.ezproxy-az.sclqld.org.au/document/?pdmfid=1201008&crid=c50bb7ff-acb2-4654-958a-63d7fec84c23&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn%3AcontentItem%3A5PB3-H441-FFFC-B09G-00000-00&pdcontentcomponentid=267708&pdshepid=urn%3AcontentItem%3A5PB3-H441-FFFC-B09G-00000-00&pdteaserkey=sr0&pdicsfeatureid=1517127&pditab=allpods&ecomp=hwtpk&earg=sr0&prid=7a737290-5d59-41c4-a16b-618471f9cbbe,sclqld,FALSE,FALSE
271,"generally, or in this particular case.’ In R v MCJ",[2017]QCA 11,https://archive.sclqld.org.au/qjudgment/2017/QCA17-011.pdf,sclqld,FALSE,FALSE
272,Criminal Law (Sexual Offences) Act 1978… In R v Hansen,[2012]QCA 156,https://archive.sclqld.org.au/qjudgment/2012/QCA12-156.pdf,sclqld,FALSE,FALSE
272,s 632(3) of the Criminal Code.’ In R v BDJ,"[2022]QCA 108,",https://advance-lexis-com.ezproxy-az.sclqld.org.au/document/documentlink/?pdmfid=1201008&crid=1d30bcdb-1ba8-44c3-a48d-9a6504faf7e7&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn%3AcontentItem%3A65PS-2CC1-F4GK-M1FS-00000-00&pdcontentcomponentid=267708&pddoctitle=%5B2022%5D+QCA+108&pdproductcontenttypeid=urn%3Apct%3A170&pdiskwicview=false&ecomp=g2z2k&prid=4ebd1e4a-1e67-43e8-a783-1d707b2fe1e8,sclqld,False,False
276,"laid (HML v The Queen (2008)235 CLR 334, 389 [129];",[2008]HCA 16).,https://www.hcourt.gov.au/sites/default/files/eresources/2008/HCA/16.pdf,hcourt,False,False
276,"[277]-[278], 478-480 [425]-[433], 494-495 [492]-[493], 500-502 [506], [510], [512]; [2008]",HCA 16).,https://www.hcourt.gov.au/sites/default/files/eresources/2008/HCA/16.pdf,hcourt,FALSE,FALSE
276,kinds described in IMM v The Queen (2016)257 CLR 300;,[2016]HCA 14,https://www.hcourt.gov.au/sites/default/files/eresources/2016/HCA/14.pdf,hcourt,False,False
276,[2016]HCA 14 and Hughes v The Queen (2017)263 CLR 338;,"[2017]HCA 20,",https://www.hcourt.gov.au/sites/default/files/eresources/2017/HCA/20.pdf,hcourt,False,False
277,5 Directions on Sexual Offences 82-83 [49];,[2018]HCA 40.,https://www.hcourt.gov.au/sites/default/files/eresources/2018/HCA/40.pdf,hcourt,FALSE,FALSE
277,"example, HML v The Queen (2008)235 CLR 334, 399-400 [172]-[174];",[2008]HCA 16,https://www.hcourt.gov.au/sites/default/files/eresources/2008/HCA/16.pdf,hcourt,False,False
277,Sexual Interest In HML v The Queen (2008)235 CLR 334;,"[2008]HCA 16,",https://www.hcourt.gov.au/sites/default/files/eresources/2008/HCA/16.pdf,hcourt,FALSE,FALSE
277,"charged were isolated events’ (HML (2008)235 CLR 334, 502 [513];",[2008]HCA 16).,https://www.hcourt.gov.au/sites/default/files/eresources/2008/HCA/16.pdf,hcourt,FALSE,FALSE
278,"be applied(HML v The Queen (2008)235 CLR 334, 499 [503];",[2008]HCA 16).,https://www.hcourt.gov.au/sites/default/files/eresources/2008/HCA/16.pdf,hcourt,False,False
278,"charge (Roach v The Queen (2011)242 CLR 610, 625 [45];",[2011]HCA 12).,https://www.hcourt.gov.au/sites/default/files/eresources/2011/HCA/12.pdf,hcourt,FALSE,FALSE
278,"doubt (Roach v The Queen (2011)242 CLR 610, 626 [49];",[2011]HCA 12).,https://www.hcourt.gov.au/sites/default/files/eresources/2011/HCA/12.pdf,hcourt,FALSE,FALSE
287,that the defendant is responsible for committing them(R v Ridgeway,"[2020]QCA 38,",https://archive.sclqld.org.au/qjudgment/2020/QCA20-038.pdf,sclqld,FALSE,FALSE
287,"Criminal Code(Zaburoni v The Queen (2016)256 CLR 482, 490 [14];",[2016]HCA 12).,https://www.hcourt.gov.au/sites/default/files/eresources/2016/HCA/12.pdf,hcourt,FALSE,FALSE
287,"particular result(Zaburoni v The Queen (2016)256 CLR 482, 490 [15];",[2016]HCA 12).,https://www.hcourt.gov.au/sites/default/files/eresources/2016/HCA/12.pdf,hcourt,FALSE,FALSE
287,"this context(Zaburoni v The Queen (2016)256 CLR 482, 490 [16];",[2016]HCA 12).,https://www.hcourt.gov.au/sites/default/files/eresources/2016/HCA/12.pdf,hcourt,FALSE,FALSE
298,JA explained the operation of s 7(1)in R v Taylor,[2021]QCA 15.,https://jvl.sclqld.org.au/caselaw/QCA/2021/15,sclqld,FALSE,FALSE
299,"others, under ss 7(1)(b), (c)or(d): see Pickett v Western Australia",[2020]HCA 20,https://anzlaw.thomsonreuters.com/Document/I8669f472a2e611eab1cbf180a7ce9b34/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
299,v Western Australia [2020]HCA 20 and O’Dea v Western Australia,[2022]HCA 24,https://anzlaw.thomsonreuters.com/Document/I78192fc0184511ed81c5f735b8cf580f/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
299,"unclear. See for example, R v Sherrington & Kuchler [2001]","QCA 105,",https://anzlaw.thomsonreuters.com/Document/If32f523088ab11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,False,False
300,person he is aiding or assisting’. See R v Jeffrey,[1997]QCA 460;,http://archive.sclqld.org.au/qjudgment/1997/QCA97-460.pdf,sclqld,False,False
300,at [482]; R v Brown (2007)171 A Crim R 345;,[2007]QCA 161,http://archive.sclqld.org.au/qjudgment/2007/QCA07-161.pdf,sclqld,False,False
300,R 306 at [312] and R v Lowrie & Ross,[2000]QCA 405,https://anzlaw.thomsonreuters.com/Document/I4993857088ab11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
300,"defendants are charged under s 7(1)(b)or(c), see R v Pascoe",[1997]QCA 452.,https://anzlaw.thomsonreuters.com/Document/I63a2bbe088a911e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
300,or helps him/her to do so. In Sherrington & Kuchler,[2001]QCA 105,http://archive.sclqld.org.au/qjudgment/2001/QCA01-105.pdf,sclqld,FALSE,FALSE
300,"at [12]; R v Sherrington (2003)139 A Crim R 417,",[2001]QCA 105;,http://archive.sclqld.org.au/qjudgment/2001/QCA01-105.pdf,sclqld,False,False
300,and Difford (1990)51 A Crim R 25; R v Pascoe,[1997]QCA 452;,http://archive.sclqld.org.au/qjudgment/1997/QCA97-452.pdf,sclqld,FALSE,FALSE
300,R v Pascoe [1997]QCA 452; R v Roberts & Pearce,[2012]QCA 82,http://archive.sclqld.org.au/qjudgment/2012/QCA12-082.pdf,sclqld,FALSE,FALSE
300,"at [6], and R v Chan [2001]2 Qd R 662;",[2000]QCA 347,http://archive.sclqld.org.au/qjudgment/2000/QCA00-347.pdf,sclqld,False,False
300,Parte A-G [2004]1 Qd R 162. In R v Adams,[1998]QCA 64,http://archive.sclqld.org.au/qjudgment/1998/QCA98-064.pdf,sclqld,FALSE,FALSE
300,encouragement; it entails successful persuasion. See also R v Adams,[1998]QCA 64,http://archive.sclqld.org.au/qjudgment/1998/QCA98-064.pdf,sclqld,False,False
300,(Qld) [2004]1 Qd R 162 at [58]; R v Hawke,[2016]QCA 144.,http://archive.sclqld.org.au/qjudgment/2016/QCA16-144.pdf,sclqld,FALSE,FALSE
301,the caution in R v AAP [2013]1 Qd R 244;,[2012]QCA 104,http://archive.sclqld.org.au/qjudgment/2012/QCA12-104.pdf,sclqld,False,False
301,determination of liability under s 8 see R v McLennan,[2024]QCA 212,https://plus.lexis.com/apac/document/documentlink/?pdmfid=1539278&crid=9b39c9d7-b689-41a1-b526-e38069dcd633&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn:contentItem:6DC9-W583-MHD8-S2F6-00000-00&pdcontentcomponentid=267708&pdproductcontenttypeid=urn:pct:170&pdiskwicview=false&pdpinpoint=&prid=3f976b77-4510-485f-b665-2e2088294fe0&ecomp=cg_ck,lexis,FALSE,FALSE
301,been a party to that expanded intention: R v Ritchie,[1998]QCA 188.,http://archive.sclqld.org.au/qjudgment/1998/QCA98-188.pdf,sclqld,FALSE,FALSE
301,"v Thrupp, R v Taiao, R v Walker, R v",Daniels [2024] QCA 134,"https://plus.lexis.com/apac/search/?pdmfid=1539278&crid=4a8e37df-0efb-483a-9cd2-ac1664037e6a&pdsearchterms=%5B2024%5D%20qca%20134&pdtypeofsearch=searchboxclick&pdsearchtype=SearchBox&pdstartin=&pdpsf=&pdqttype=and&pdquerytemplateid=&pdsf=MTA3MjUyNQ~{}%5Ecases-au,cases-nz~{}%5ECaseBase%2520Cases&ecomp=6t7kk&earg=pdsf&prid=4dc42e62-60f2-4625-a6cd-2eedb91e0c4b",lexis,FALSE,FALSE
302,see R v Sullivan & Marshall [2002]1 Qd R 95;,[2000]QCA 393.,http://archive.sclqld.org.au/qjudgment/2000/QCA00-393.pdf,sclqld,FALSE,FALSE
302,1; R v Sullivan & Marshall [2002]1 Qd R 95;,[2000]QCA 393.,http://archive.sclqld.org.au/qjudgment/2000/QCA00-393.pdf,sclqld,FALSE,FALSE
302,"1 at [14], e.g. diminished responsibility, and R v Hallin",[2004]QCA 18.,http://archive.sclqld.org.au/qjudgment/2004/QCA04-018.pdf,sclqld,FALSE,FALSE
303,intention to inflict such greater violence: see R v Ritchie,[1998]QCA,http://archive.sclqld.org.au/qjudgment/1998/QCA98-188.pdf,sclqld,FALSE,FALSE
303,to inflict such greater violence: see R v Ritchie [1998]QCA,188,http://archive.sclqld.org.au/qjudgment/1998/QCA98-188.pdf,sclqld,False,False
305,"view, in R v Emelio (2012)222 A Crim R 566;",[2012]QCA,http://archive.sclqld.org.au/qjudgment/2012/QCA12-111.pdf,sclqld,FALSE,FALSE
305,in R v Emelio (2012)222 A Crim R 566; [2012]QCA,"111,",http://archive.sclqld.org.au/qjudgment/2012/QCA12-111.pdf,sclqld,FALSE,FALSE
321,"Zaburoni v The Queen (2016)256 CLR 482, 490 [14]; [2016]","HCA 12,",https://www.hcourt.gov.au/sites/default/files/eresources/2016/HCA/12.pdf,hcourt,False,False
321,"[1997]HCA 7, and the discussion in R v Glebow [2002]",QCA 442).,http://archive.sclqld.org.au/qjudgment/2002/QCA02-442.pdf,sclqld,FALSE,FALSE
322,guilt (see De Gruchy v The Queen (2002)211 CLR 85;,[2002]HCA 33;,https://www.hcourt.gov.au/sites/default/files/eresources/2002/HCA/33.pdf,hcourt,FALSE,FALSE
352,[1991]HCA 27; see also R v Swan (2020)269 CLR 663;,[2020]HCA 11).,https://www.hcourt.gov.au/sites/default/files/eresources/2020/HCA/11.pdf,hcourt,FALSE,FALSE
353,"her conduct (Zaburoni v The Queen (2016)256 CLR 482, 490;","[2016]HCA 12,",https://www.hcourt.gov.au/sites/default/files/eresources/2016/HCA/12.pdf,hcourt,False,False
353,"JJ)in Zaburoni v The Queen (2016)256 CLR 482, 490; [2016]","HCA 12,",https://www.hcourt.gov.au/sites/default/files/eresources/2016/HCA/12.pdf,hcourt,False,False
363,"411, 423; see also R v Swan (2020)269 CLR 663;",[2020]HCA 11).,https://eresources.hcourt.gov.au/showCase/2020/HCA/11,hcourt,FALSE,FALSE
376,"[411], [423]; see also R v Swan (2020)269 CLR 663;",[2020]HCA,https://eresources.hcourt.gov.au/showCase/2020/HCA/11,hcourt,FALSE,FALSE
376,[423]; see also R v Swan (2020)269 CLR 663; [2020]HCA,11).,https://eresources.hcourt.gov.au/showCase/2020/HCA/11,hcourt,FALSE,FALSE
390,"411, 423; see also R v Swan (2020)269 CLR 663;",[2020]HCA 11).,https://www.hcourt.gov.au/sites/default/files/eresources/2020/HCA/11.pdf,hcourt,FALSE,FALSE
410,R v F; ex parte A-G [2004]1 Qd R 162;,[2003]QCA 70,https://archive.sclqld.org.au/qjudgment/2003/QCA03-070.pdf,sclqld,FALSE,FALSE
410,at [33]-[34]; R v Hawke (2016)259 A Crim R 114;,[2016]QCA 144,https://archive.sclqld.org.au/qjudgment/2016/QCA16-144.pdf,sclqld,FALSE,FALSE
410,[58]-[59]); • “counsel”(see R v Georgiou(2002)131 A Crim R 150;,[2002]QCA 206,https://archive.sclqld.org.au/qjudgment/2002/QCA02-206.pdf,sclqld,FALSE,FALSE
410,at [78]-[79]); and • “aid”(see R v Sherrington & Kuchler,[2001]QCA 105,https://archive.sclqld.org.au/qjudgment/2001/QCA01-105.pdf,sclqld,FALSE,FALSE
410,was explained in R v Georgiou(2002)131 A Crim R 150;,[2002]QCA 206,https://archive.sclqld.org.au/qjudgment/2002/QCA02-206.pdf,sclqld,FALSE,FALSE
410,Court of Appeal in R v Morant (2020)5 QR 1;,[2020]QCA 135.,https://archive.sclqld.org.au/qjudgment/2020/QCA20-135.pdf,sclqld,FALSE,FALSE
415,"force, proof of intent is required. See R v Chong","[2012]QCA 265,",https://archive.sclqld.org.au/qjudgment/2012/QCA12-265.pdf,sclqld,FALSE,FALSE
416,v Morrow [1991]2 Qd R 309 and R v Chen,[1997]QCA 355,https://archive.sclqld.org.au/qjudgment/1997/QCA97-355.pdf,sclqld,FALSE,FALSE
419,"R 64, [90], [93]-[95]. See also Zaburoni v The Queen",[2016]HCA 12;,https://eresources.hcourt.gov.au/downloadPdf/2016/HCA/12,hcourt,FALSE,FALSE
425,execution of his or her duties. In R v Reynhoudt,[1962]HCA 23;,https://eresources.hcourt.gov.au/showbyHandle/1/9350,hcourt,FALSE,FALSE
429,"R 64, [90], [93]-[95]. See also Zaburoni v The Queen",[2016]HCA 12;,https://eresources.hcourt.gov.au/downloadPdf/2016/HCA/12,hcourt,FALSE,FALSE
449,a stupefying thing. In R v Arnold; Ex parte A-G,[2002]QCA 357,https://www.sclqld.org.au/caselaw/48219,sclqld,False,False
464,driving was dangerous to the public. In R v Kuruvinakunnel,"[2012]QCA 330,",http://archive.sclqld.org.au/qjudgment/2012/QCA12-330.pdf,sclqld,FALSE,FALSE
465,"[2009]1 Qd R 476, [15]; see also R v Grimaldi",[2011]QCA 114).,http://archive.sclqld.org.au/qjudgment/2011/QCA11-114.pdf,sclqld,FALSE,FALSE
465,"mistake of fact in s 24, see R v Plath","[2003]QCA 567,",http://archive.sclqld.org.au/qjudgment/2003/QCA03-567.pdf,sclqld,FALSE,FALSE
465,"R v Plath [2003]QCA 567, [7] and R v Perham",[2016]QCA,http://archive.sclqld.org.au/qjudgment/2016/QCA16-123.pdf,sclqld,FALSE,FALSE
465,"v Plath [2003]QCA 567, [7] and R v Perham [2016]QCA","123,",http://archive.sclqld.org.au/qjudgment/2016/QCA16-123.pdf,sclqld,FALSE,FALSE
484,"case. For a case involving therapeutic treatment, see R v",BAS [2005] QCA 97.,http://archive.sclqld.org.au/qjudgment/2005/QCA05-097.pdf,sclqld,FALSE,FALSE
484,in Sexual Offending Post-September 2024. Indecency In R v Jones,"[2011]QCA 19,",http://archive.sclqld.org.au/qjudgment/2011/QCA11-019.pdf,sclqld,FALSE,FALSE
485,not required in that particular case. In R v McCallum,"[2013]QCA 254,",http://archive.sclqld.org.au/qjudgment/2013/QCA13-254.pdf,sclqld,FALSE,FALSE
485,an element of the offence(at [31]-[40]). In R v McGrady,"[2020]QCA 192,",https://archive.sclqld.org.au/qjudgment/2020/QCA20-192.pdf,sclqld,FALSE,FALSE
488,also the reasoning for analogous provisions in R v Addley,"[2018]QCA 125,",https://advance-lexis-com.ezproxy-az.sclqld.org.au/document/onecase/?pdmfid=1201008&crid=fc9ac081-030d-428f-a18f-09184595b47d&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn%3AcontentItem%3A5SM9-G441-F1WF-M2G8-00000-00&pdcontentcomponentid=267708&pdteaserkey=cr2&pdicsfeatureid=1517127&pditab=allpods&ecomp=hctpk&earg=cr2&prid=3b8415b2-7479-4be0-a425-f59030f2e5b6,sclqld,False,False
514,"Campbell [2009]QCA 128, [55]-[57], endorsing observations in R v Shew","[1998]QCA 333,",https://archive.sclqld.org.au/qjudgment/1998/QCA98-333.pdf,sclqld,False,False
530,the observations in R v Georgiou(2002)132 A Crim R 150;,"[2002]QCA 206,",https://archive.sclqld.org.au/qjudgment/2002/QCA02-206.pdf,sclqld,FALSE,FALSE
531,essential to the meaning of ‘indecency’: see R v Schneiders,[2007]QCA 210.,http://archive.sclqld.org.au/qjudgment/2007/QCA07-210.pdf,sclqld,FALSE,FALSE
532,in R v Little (2013)231 A Crim R 145; [2013],"QCA 223,",https://archive.sclqld.org.au/qjudgment/2013/QCA13-223.pdf,sclqld,False,False
563,the observations in R v Georgiou(2002)132 A Crim R 150;,"[2002]QCA 206,",https://archive.sclqld.org.au/qjudgment/2002/QCA02-206.pdf,sclqld,FALSE,FALSE
589,any of the three occasions necessary. In R v Bradfield,[2012]QCA,http://archive.sclqld.org.au/qjudgment/2012/QCA12-337.pdf,sclqld,FALSE,FALSE
589,of the three occasions necessary. In R v Bradfield [2012]QCA,"337,",http://archive.sclqld.org.au/qjudgment/2012/QCA12-337.pdf,sclqld,FALSE,FALSE
589,High Court in HML v The Queen (2008)235 CLR 334;,[2008]HCA 16,https://www.hcourt.gov.au/sites/default/files/eresources/2008/HCA/16.pdf,hcourt,FALSE,FALSE
642,"albeit in respect of different legislation, include R v HXY","[2017]QSC 108,",https://archive.sclqld.org.au/qjudgment/2017/QSC17-108.pdf,sclqld,FALSE,FALSE
642,"legislation, include R v HXY [2017]QSC 108, R v HBT",[2018]QCA 227,https://archive.sclqld.org.au/qjudgment/2018/QCA18-227.pdf,sclqld,FALSE,FALSE
642,[2018]QCA 227 and R v JAA [2019]3 Qd R 242;,[2018]QCA,https://archive.sclqld.org.au/qjudgment/2018/QCA18-365.pdf,sclqld,FALSE,FALSE
642,227 and R v JAA [2019]3 Qd R 242; [2018]QCA,365,https://archive.sclqld.org.au/qjudgment/2018/QCA18-365.pdf,sclqld,FALSE,FALSE
643,The discussion in R v Addley [2019]2 Qd R 46;,"[2018]QCA 125,",https://archive.sclqld.org.au/qjudgment/2018/QCA18-125.pdf,sclqld,FALSE,FALSE
654,"albeit in respect of different legislation, include R v HXY","[2017]QSC 108,",https://archive.sclqld.org.au/qjudgment/2017/QSC17-108.pdf,sclqld,FALSE,FALSE
654,"legislation, include R v HXY [2017]QSC 108, R v HBT",[2018]QCA 227,https://archive.sclqld.org.au/qjudgment/2018/QCA18-227.pdf,sclqld,FALSE,FALSE
654,[2018]QCA 227 and R v JAA [2019]3 Qd R 242;,[2018]QCA,https://archive.sclqld.org.au/qjudgment/2018/QCA18-365.pdf,sclqld,FALSE,FALSE
654,227 and R v JAA [2019]3 Qd R 242; [2018]QCA,365,https://archive.sclqld.org.au/qjudgment/2018/QCA18-365.pdf,sclqld,FALSE,FALSE
655,The discussion in R v Addley [2019]2 Qd R 46;,"[2018]QCA 125,",https://archive.sclqld.org.au/qjudgment/2018/QCA18-125.pdf,sclqld,False,False
672,"Qd R 672, [25](Williams JA); see also R v East","[2008]QCA 325,",https://archive.sclqld.org.au/qjudgment/2008/QCA08-325.pdf,sclqld,FALSE,FALSE
693,unlawfully. Set fire to the property In R v Joinbee,[2013]QCA 246;,http://archive.sclqld.org.au/qjudgment/2013/QCA13-246.pdf,sclqld,FALSE,FALSE
694,[1981]Qd R 209; R v T [1997]1 Qd R 623;,[1996]QCA 258.,https://archive.sclqld.org.au/qjudgment/1996/QCA96-258.pdf,sclqld,FALSE,FALSE
694,the defendant’s state of mind may be required(R v Eustance,"[2009]QCA 28,",http://archive.sclqld.org.au/qjudgment/2009/QCA09-028.pdf,sclqld,FALSE,FALSE
694,"v Eustance [2009]QCA 28, [18]). See also R v Cormack",[2013]QCA 342.,http://archive.sclqld.org.au/qjudgment/2013/QCA13-342.pdf,sclqld,FALSE,FALSE
697,[1981]Qd R 209; R v T [1997]1 Qd R 623;,[1996]QCA 258.,https://archive.sclqld.org.au/qjudgment/1996/QCA96-258.pdf,sclqld,False,False
706,the standards of an ordinary person. In R v Lyons,"[2021]QCA 136,",https://jvl.sclqld.org.au/caselaw/QCA/2021/136,sclqld,False,False
725,vehicle is not an element of the offence(R v C,"[2001]QCA 387,",https://archive.sclqld.org.au/qjudgment/2001/QCA01-387.pdf,sclqld,FALSE,FALSE
731,a dangerous drug or dangerous drugs(see R v Tabe [2003],"QCA 356,",http://archive.sclqld.org.au/qjudgment/2003/QCA03-356.pdf,sclqld,FALSE,FALSE
734,"Martin v Osborne (1936)55 CLR 367, 376; R v Kelly","[2005]QCA 103,",http://archive.sclqld.org.au/qjudgment/2005/QCA05-103.pdf,sclqld,FALSE,FALSE
737,may possibly be instituted(R v Beckett (2015) 256 CLR 305;,[2015]HCA 38).,https://eresources.hcourt.gov.au/showCase/2015/HCA/38,hcourt,FALSE,FALSE
