link_id,page_no,link_text,surrounding_text,link_destination,link_domain
1246,173,363,"carry no such onus(Hofer v The Queen (2021)274 CLR 351, 363 [35]; [2021]HCA 36, [35]). Where there are a number of",https://jade.io/article/847521/section/140690,jade
1247,173,[35];,"no such onus(Hofer v The Queen (2021)274 CLR 351, 363 [35]; [2021]HCA 36, [35]). Where there are a number of possible",https://jade.io/article/847521/section/140690,jade
1248,173,"[2021]HCA 36,","such onus(Hofer v The Queen (2021)274 CLR 351, 363 [35]; [2021]HCA 36, [35]). Where there are a number of possible explanations as",https://www.hcourt.gov.au/sites/default/files/eresources/2021/HCA/36.pdf,hcourt
1249,173,[35]).,"v The Queen (2021)274 CLR 351, 363 [35]; [2021]HCA 36, [35]). Where there are a number of possible explanations as to",https://jade.io/article/847521/section/140690,jade
1250,173,"(2021)274 CLR 351,","as to whether any inferences are available(Hofer v The Queen (2021)274 CLR 351, 363-364 [37]). It may be necessary for the trial judge",https://anzlaw.thomsonreuters.com/Document/I9192bce0359b11ee8da7a6491885ad5c/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
1251,173,363-364,"any inferences are available(Hofer v The Queen (2021)274 CLR 351, 363-364 [37]). It may be necessary for the trial judge to",https://jade.io/article/847521/section/140276,jade
1252,173,[37]).,"inferences are available(Hofer v The Queen (2021)274 CLR 351, 363-364 [37]). It may be necessary for the trial judge to put",https://jade.io/article/847521/section/140276,jade
1253,173,"(2021)274 CLR 351,","on the basis of a mere assumption(Hofer v The Queen (2021)274 CLR 351, 366-367 [47]). Rebuttal evidence may be permitted. In particular, the",https://anzlaw.thomsonreuters.com/Document/I9192bce0359b11ee8da7a6491885ad5c/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
1254,173,366-367,"of a mere assumption(Hofer v The Queen (2021)274 CLR 351, 366-367 [47]). Rebuttal evidence may be permitted. In particular, the witness",https://jade.io/article/847521/section/777,jade
1255,173,[47]).,"a mere assumption(Hofer v The Queen (2021)274 CLR 351, 366-367 [47]). Rebuttal evidence may be permitted. In particular, the witness treated",https://jade.io/article/847521/section/777,jade
1256,174,[2024]QCA,"to whether any inferences were available, see R v Saraghi-Smith [2024]QCA 180, [51]-[57]. 4.9.3 Suggested Directions [Last reviewed: February 2026] The",https://www.queenslandjudgments.com.au/caselaw/qca/2024/180,queenslandjudgments
1257,174,"180,","whether any inferences were available, see R v Saraghi-Smith [2024]QCA 180, [51]-[57]. 4.9.3 Suggested Directions [Last reviewed: February 2026] The defendant",https://www.queenslandjudgments.com.au/caselaw/qca/2024/180,queenslandjudgments
1258,174,[51]-[57].,"any inferences were available, see R v Saraghi-Smith [2024]QCA 180, [51]-[57]. 4.9.3 Suggested Directions [Last reviewed: February 2026] The defendant gave",https://jade.io/article/1091613/section/2865,jade
1259,176,Section 418–Right,"[Last reviewed: February 2026] Police Powers and Responsibilities Act 2000(Qld) Section 418–Right to communicate with friend, relative or lawyer Section 435–Rights of",https://www.legislation.qld.gov.au/view/html/inforce/current/act-2000-005,qld
1260,176,Section 435–Rights,"2000(Qld) Section 418–Right to communicate with friend, relative or lawyer Section 435–Rights of a person to be electronically recorded Section 436–Recording of",https://www.legislation.qld.gov.au/view/html/inforce/current/act-2000-005,qld
1261,176,Section 436–Recording,lawyer Section 435–Rights of a person to be electronically recorded Section 436–Recording of questioning etc. Section 437–Requirements for written record of confession,https://www.legislation.qld.gov.au/view/html/inforce/current/act-2000-005,qld
1262,176,Section 437–Requirements,person to be electronically recorded Section 436–Recording of questioning etc. Section 437–Requirements for written record of confession or admission 4.10.2 Commentary [Last,https://www.legislation.qld.gov.au/view/html/inforce/current/act-2000-005,qld
1263,176,(1975)132 CLR 258;,"secondly, that they were truthful and accurate(Burns v The Queen (1975)132 CLR 258; [1975]HCA 21). It may also be necessary to direct the",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1975144142&pubNum=3586&originatingDoc=I7ad6ef2087a511e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=9365592f07884cd1b67c41a4217597bb&contextData=(sc.Default)&comp=wlau,thomsonreuters
1264,176,[1975]HCA 21).,were truthful and accurate(Burns v The Queen (1975)132 CLR 258; [1975]HCA 21). It may also be necessary to direct the jury that,https://jade.io/article/66526,jade
1265,176,[2023]QCA 261).,on them in proof of guilt (see R v BEE [2023]QCA 261). Whether such a direction is required will depend on the,https://www.queenslandjudgments.com.au/caselaw/qca/2023/261,queenslandjudgments
1266,176,Police Powers and Responsibilities Act 2000:,interviews or pre-text calls—the first requirement is fulfilled. See the Police Powers and Responsibilities Act 2000: s 418 as to the right to have a friend,https://jade.io/article/346465,jade
1267,177,(1975)132 CLR 258;,the questioner at the time of interview(Burns v The Queen (1975)132 CLR 258; [1975] HCA 21. The jury should also be told that,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1975144142&pubNum=3586&originatingDoc=I7ad6ef2087a511e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=9365592f07884cd1b67c41a4217597bb&contextData=(sc.Default)&comp=wlau,thomsonreuters
1268,177,[1975],the time of interview(Burns v The Queen (1975)132 CLR 258; [1975] HCA 21. The jury should also be told that statements,https://jade.io/article/66526,jade
1269,177,HCA 21.,time of interview(Burns v The Queen (1975)132 CLR 258; [1975] HCA 21. The jury should also be told that statements by police,https://jade.io/article/66526,jade
1270,177,"(1989)167 CLR 647,","not evidence unless accepted by the defendant(Ugle v The Queen (1989)167 CLR 647, 651; [1989]HCA 55). For pre-text calls, see R v Han",https://anzlaw.thomsonreuters.com/Document/Iae17b72087aa11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
1271,177,651;,"accepted by the defendant(Ugle v The Queen (1989)167 CLR 647, 651; [1989]HCA 55). For pre-text calls, see R v Han [2022]QCA",https://jade.io/article/67530/section/4511,jade
1272,177,[1989]HCA 55).,"by the defendant(Ugle v The Queen (1989)167 CLR 647, 651; [1989]HCA 55). For pre-text calls, see R v Han [2022]QCA 199 in",https://jade.io/article/67530,jade
1273,177,[2022]QCA 199,"651; [1989]HCA 55). For pre-text calls, see R v Han [2022]QCA 199 in which the Court of Appeal dealt with and dismissed",https://www.queenslandjudgments.com.au/caselaw/qca/2022/199,queenslandjudgments
1274,177,"[2019]3 Qd R 496,","place before the jury. See, for example, R v Ferri [2019]3 Qd R 496, especially at [37] and [47]. At[47], Sofronoff P said: ‘If",https://www.queenslandjudgments.com.au/case/id/512792,queenslandjudgments
1275,177,[37],"example, R v Ferri [2019]3 Qd R 496, especially at [37] and [47]. At[47], Sofronoff P said: ‘If the Crown wishes",https://jade.io/article/642125/section/140276,jade
1276,177,[47].,"v Ferri [2019]3 Qd R 496, especially at [37] and [47]. At[47], Sofronoff P said: ‘If the Crown wishes to tender",https://jade.io/article/642125/section/777,jade
1277,177,[2020]QCA 265).,a reasonable doubt about a defendant’s guilt(see R v Spencer [2020]QCA 265). See also R v Rose [2021]QCA 262 which discussed the,https://www.queenslandjudgments.com.au/caselaw/qca/2020/265,queenslandjudgments
1278,177,[2021]QCA 262,R v Spencer [2020]QCA 265). See also R v Rose [2021]QCA 262 which discussed the circumstances in which a Liberato direction should,https://www.queenslandjudgments.com.au/caselaw/qca/2021/262,queenslandjudgments
1279,177,[49],"be given. In Rose, the Court of Appeal explained at [49] ff that the Liberato direction is commonly given in cases",https://jade.io/article/867485/section/1625,jade
1280,178,"[2021]QCA 262,","version is contained in a record of interview(R v Rose [2021]QCA 262, [51]). See also R v Aziz [1996]AC 41; cf Callaghan",https://www.queenslandjudgments.com.au/caselaw/qca/2021/262,queenslandjudgments
1281,178,[51]).,"contained in a record of interview(R v Rose [2021]QCA 262, [51]). See also R v Aziz [1996]AC 41; cf Callaghan v",https://jade.io/article/867485/section/140879,jade
1282,178,[1996]AC 41;,"v Rose [2021]QCA 262, [51]). See also R v Aziz [1996]AC 41; cf Callaghan v The Queen [1994]2 Qd R 300; Griffiths",https://www.iclr.co.uk/document/1991003518/casereport_82312/html,iclr
1283,178,[1994]2 Qd R 300;,"R v Aziz [1996]AC 41; cf Callaghan v The Queen [1994]2 Qd R 300; Griffiths v The Queen (1994) 69 ALJR 77, 81; [1994]HCA",https://www.queenslandjudgments.com.au/case/id/503676,queenslandjudgments
1284,178,(1994),"The Queen [1994]2 Qd R 300; Griffiths v The Queen (1994) 69 ALJR 77, 81; [1994]HCA 55 about the use to",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1994389304&pubNum=5147&originatingDoc=I152ad26087ad11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=e078e191ebd948efa36141ea50e58555&contextData=(sc.DocLink)&comp=wlau,thomsonreuters
1285,178,"69 ALJR 77,","Queen [1994]2 Qd R 300; Griffiths v The Queen (1994) 69 ALJR 77, 81; [1994]HCA 55 about the use to which exculpatory statements",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1994389304&pubNum=5147&originatingDoc=I152ad26087ad11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=e078e191ebd948efa36141ea50e58555&contextData=(sc.DocLink)&comp=wlau,thomsonreuters
1286,178,81;,"R 300; Griffiths v The Queen (1994) 69 ALJR 77, 81; [1994]HCA 55 about the use to which exculpatory statements may",https://jade.io/article/67861/section/139986,jade
1287,178,[1994]HCA 55,"300; Griffiths v The Queen (1994) 69 ALJR 77, 81; [1994]HCA 55 about the use to which exculpatory statements may be put.",https://jade.io/article/67861,jade
1288,178,[2022]QCA 199.,"pre-text calls were considered at length in R v Han [2022]QCA 199. In that decision, referring to authority, Flanagan J made the",https://www.queenslandjudgments.com.au/caselaw/qca/2022/199,queenslandjudgments
1289,178,(1975)132 CLR,"about the use of confessional statements, Burns v The Queen (1975)132 CLR 258; [1975]HCA 21, explains that the nature of the necessary",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1975144142&pubNum=3586&originatingDoc=I7ad6ef2087a511e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=9365592f07884cd1b67c41a4217597bb&contextData=(sc.Default)&comp=wlau,thomsonreuters
1290,178,258;,"use of confessional statements, Burns v The Queen (1975)132 CLR 258; [1975]HCA 21, explains that the nature of the necessary direction",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1975144142&pubNum=3586&originatingDoc=I7ad6ef2087a511e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=9365592f07884cd1b67c41a4217597bb&contextData=(sc.Default)&comp=wlau,thomsonreuters
1291,178,"[1975]HCA 21,","of confessional statements, Burns v The Queen (1975)132 CLR 258; [1975]HCA 21, explains that the nature of the necessary direction will depend",https://jade.io/article/66526,jade
1292,178,[78]).,will depend upon all of the circumstances of the case(at [78]). • Whether the direction ought to also refer to the,https://jade.io/article/66526/section/1016,jade
1293,178,"(2020)269 CLR 299,","explained by the High Court in Nguyen v The Queen (2020)269 CLR 299, 311 [24]; [2020]HCA 23, [24]: ‘Howsoever mixed statements come to",https://anzlaw.thomsonreuters.com/Document/I9469375022d311ec8704d31e00020c11/View/FullText.html?transitionType=UniqueDocItem&contextData=(sc.UserEnteredCitation)&userEnteredCitation=Nguyen+v+The+Queen+(2020)+269+CLR+299&comp=wlau,thomsonreuters
1294,178,311,"High Court in Nguyen v The Queen (2020)269 CLR 299, 311 [24]; [2020]HCA 23, [24]: ‘Howsoever mixed statements come to be",https://jade.io/article/754178/section/140603,jade
1295,178,[24];,"Court in Nguyen v The Queen (2020)269 CLR 299, 311 [24]; [2020]HCA 23, [24]: ‘Howsoever mixed statements come to be admitted",https://jade.io/article/754178/section/140603,jade
1296,178,"[2020]HCA 23,","in Nguyen v The Queen (2020)269 CLR 299, 311 [24]; [2020]HCA 23, [24]: ‘Howsoever mixed statements come to be admitted into evidence",https://www.hcourt.gov.au/sites/default/files/eresources/2020/HCA/23.pdf,hcourt
1297,178,[24]:,"v The Queen (2020)269 CLR 299, 311 [24]; [2020]HCA 23, [24]: ‘Howsoever mixed statements come to be admitted into evidence they",https://jade.io/article/754178/section/140603,jade
1298,179,[2013]QCA 291,sexual conduct towards the complainant(see for example R v IE [2013]QCA 291 and R v BCQ (2013)240 A Crim R 153; [2013]QCA,https://www.queenslandjudgments.com.au/case-download/id/82080,queenslandjudgments
1299,179,(2013)240 A Crim R 153;,example R v IE [2013]QCA 291 and R v BCQ (2013)240 A Crim R 153; [2013]QCA 388). See Benchbook Chapter 5.5. Uncorroborated confessional statements An,https://anzlaw.thomsonreuters.com/Document/I48025d2088b611e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
1300,179,[2013]QCA 388).,291 and R v BCQ (2013)240 A Crim R 153; [2013]QCA 388). See Benchbook Chapter 5.5. Uncorroborated confessional statements An interview containing,https://www.queenslandjudgments.com.au/caselaw/qca/2013/388,queenslandjudgments
1301,179,(1991)171 CLR 468;,"not been recorded or signed. In McKinney v The Queen (1991)171 CLR 468; [1991]HCA 6, the majority laid down a ‘rule of practice",https://anzlaw.thomsonreuters.com/Document/I92d9e79087b311e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
1302,179,"[1991]HCA 6,","or signed. In McKinney v The Queen (1991)171 CLR 468; [1991]HCA 6, the majority laid down a ‘rule of practice of general",https://jade.io/article/67664,jade
1303,179,476)and,judgment sets out the required contents of such a direction(at 476)and emphasises that it should not include any suggestion that the,https://jade.io/article/67664/section/140605,jade
1304,179,"(1993)66 A Crim R 327,","about their conduct at all(at 477). In R v Derbas (1993)66 A Crim R 327, 336, Hunt CJ at CL suggested that it is proper",https://anzlaw.thomsonreuters.com/Document/I6d307040881211e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
1305,179,"336,","477). In R v Derbas (1993)66 A Crim R 327, 336, Hunt CJ at CL suggested that it is proper to",https://jade.io/citation/2701062/section/140110,jade
1306,180,"[2001]1 Qd R 212,","the circumstances of the particular case. In R v Williams [2001]1 Qd R 212, while concluding in that case that there was no need",https://www.queenslandjudgments.com.au/case/id/511736,queenslandjudgments
1307,180,"(1993)179 CLR 44,","in failing to record conversations. In Black v The Queen (1993)179 CLR 44, 54; [1993]HCA 71, the High Court held that the jury",https://anzlaw.thomsonreuters.com/Document/I9e7e1d7087ac11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
1308,180,54;,"record conversations. In Black v The Queen (1993)179 CLR 44, 54; [1993]HCA 71, the High Court held that the jury should",https://jade.io/article/67805/section/140278,jade
1309,180,"[1993]HCA 71,","conversations. In Black v The Queen (1993)179 CLR 44, 54; [1993]HCA 71, the High Court held that the jury should have been",https://jade.io/article/67805,jade
1310,180,(1992)174 CLR 558;,"a confessional statement by a fellow prisoner(Pollitt v The Queen (1992)174 CLR 558; [1992]HCA 35). However, having regard to s 632(2)of the Code,",https://anzlaw.thomsonreuters.com/Document/I034c0b0087ac11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
1311,180,[1992]HCA 35).,"by a fellow prisoner(Pollitt v The Queen (1992)174 CLR 558; [1992]HCA 35). However, having regard to s 632(2)of the Code, the direction",https://jade.io/article/67696,jade
1312,180,(1999)197 CLR 162;,particular witness: see s 632(2)Code and Robinson v The Queen (1999)197 CLR 162; [1999]HCA 42. Any warning about the evidence of a prison,https://anzlaw.thomsonreuters.com/Document/Ie24417a087af11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
1313,180,[1999]HCA 42.,s 632(2)Code and Robinson v The Queen (1999)197 CLR 162; [1999]HCA 42. Any warning about the evidence of a prison informant should,https://www.hcourt.gov.au/sites/default/files/eresources/2025-10-30/HCA/Robinson%20v%20The%20Queen%20%28B59-1998%29%20%5B1999%5D%20HCA%2042.pdf,hcourt
1314,180,"558,","evidence implicating the defendant in the crime itself (Pollitt at 558, 588, 601, 606; R v Clough (1992)28 NSWLR 396, 405).",https://jade.io/article/68143/section/140465,jade
1315,180,"588,","implicating the defendant in the crime itself (Pollitt at 558, 588, 601, 606; R v Clough (1992)28 NSWLR 396, 405). That",https://jade.io/article/68143/section/140132,jade
1316,180,"601,","the defendant in the crime itself (Pollitt at 558, 588, 601, 606; R v Clough (1992)28 NSWLR 396, 405). That is",https://jade.io/article/68143/section/140621,jade
1317,180,606;,"defendant in the crime itself (Pollitt at 558, 588, 601, 606; R v Clough (1992)28 NSWLR 396, 405). That is because",https://jade.io/article/68143/section/140883,jade
1318,180,"(1992)28 NSWLR 396,","itself (Pollitt at 558, 588, 601, 606; R v Clough (1992)28 NSWLR 396, 405). That is because prison informer evidence is almost always",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1992357930&pubNum=5138&originatingDoc=I08fca300881711e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=b615a3b7abf44d03814c2426a38bfad7&contextData=(sc.Default)&comp=wlau,thomsonreuters
1319,180,405).,"558, 588, 601, 606; R v Clough (1992)28 NSWLR 396, 405). That is because prison informer evidence is almost always given",https://jade.io/article/806556/section/140604,jade
1320,183,(1993)179 CLR 44;,oral admission call for a warning(see Black v The Queen (1993)179 CLR 44; [1993]HCA 71; R v Lawson [1996]2 Qd R 587; R,https://anzlaw.thomsonreuters.com/Document/I9e7e1d7087ac11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
1321,183,[1993]HCA 71;,for a warning(see Black v The Queen (1993)179 CLR 44; [1993]HCA 71; R v Lawson [1996]2 Qd R 587; R v Van,https://jade.io/article/67805,jade
1322,183,[1996]2 Qd R 587;,The Queen (1993)179 CLR 44; [1993]HCA 71; R v Lawson [1996]2 Qd R 587; R v Van Wirdum [1994]QCA 476). The police officers say,https://www.queenslandjudgments.com.au/case/id/501617,queenslandjudgments
1323,183,[1994]QCA 476).,v Lawson [1996]2 Qd R 587; R v Van Wirdum [1994]QCA 476). The police officers say that the defendant made an admission,http://archive.sclqld.org.au/qjudgment/1994/QCA94-476.pdf,sclqld
1324,186,(2006) 94 SASR 141;,"displaying shock when misconduct is revealed [R v Y, DB (2006) 94 SASR 141; [2006] SASC 141 (charge of indecent dealing; shocked reaction by",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2009161675&pubNum=4840&originatingDoc=Iadea0c6088e711e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=d6fb6eb52ef64f32983f27cba2094afb&contextData=(sc.Default)&comp=wlau,thomsonreuters
1325,186,[2006] SASC,"is revealed [R v Y, DB (2006) 94 SASR 141; [2006] SASC 141 (charge of indecent dealing; shocked reaction by accused when",https://jade.io/article/178867,jade
1326,186,141,"[R v Y, DB (2006) 94 SASR 141; [2006] SASC 141 (charge of indecent dealing; shocked reaction by accused when complainant’s",https://jade.io/article/178867,jade
1327,186,"[2006]QCA 244],","regret to the victim of one’s crime[see R v Solomon [2006]QCA 244], or failing to make an early complaint about alleged ill-treatment",https://www.queenslandjudgments.com.au/caselaw/qca/2006/244,queenslandjudgments
1328,186,[1984] 2 Qd R 51].,"for him, suddenly deserted his favourite hotel [R v Bitossi [1984] 2 Qd R 51]. R v Chang (2003) 7 VR 236; [2003] VSCA 149",https://www.queenslandjudgments.com.au/case/id/501358,queenslandjudgments
1329,186,(2003) 7 VR,v Bitossi [1984] 2 Qd R 51]. R v Chang (2003) 7 VR 236; [2003] VSCA 149 displays several forms of consciousness of,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2003646154&pubNum=4888&originatingDoc=If0b2e110891a11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=13ab27f419f34e8ca4e9904bde935a7d&contextData=(sc.Default)&comp=wlau,thomsonreuters
1330,186,236;,2 Qd R 51]. R v Chang (2003) 7 VR 236; [2003] VSCA 149 displays several forms of consciousness of guilt,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2003646154&pubNum=4888&originatingDoc=If0b2e110891a11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=13ab27f419f34e8ca4e9904bde935a7d&contextData=(sc.Default)&comp=wlau,thomsonreuters
1331,186,[2003] VSCA 149,Qd R 51]. R v Chang (2003) 7 VR 236; [2003] VSCA 149 displays several forms of consciousness of guilt of murder. Few,https://jade.io/article/71024,jade
1332,186,"(2000)116 A Crim R 108,","banknotes as the police arrived’. See Graham v The Queen (2000)116 A Crim R 108, 119; [2000]TASSC 153 for the raising of a false alibi.",https://anzlaw.thomsonreuters.com/Document/I4bfbbf50890d11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
1333,186,119;,"See Graham v The Queen (2000)116 A Crim R 108, 119; [2000]TASSC 153 for the raising of a false alibi. Where",https://jade.io/article/180544/section/140442,jade
1334,186,[2000]TASSC 153,"Graham v The Queen (2000)116 A Crim R 108, 119; [2000]TASSC 153 for the raising of a false alibi. Where the Crown",https://jade.io/article/180544,jade
1335,186,(1992)173 CLR 653;,of the case in question. See Edwards v The Queen (1992)173 CLR 653; [1992]HCA 19; R v SBB (2007)175 A Crim R 449;,https://anzlaw.thomsonreuters.com/Document/I431d2bb087ac11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
1336,186,[1992]HCA 19;,in question. See Edwards v The Queen (1992)173 CLR 653; [1992]HCA 19; R v SBB (2007)175 A Crim R 449; [2007]QCA 173;,https://jade.io/article/67678,jade
1337,186,(2007)175 A Crim R,The Queen (1992)173 CLR 653; [1992]HCA 19; R v SBB (2007)175 A Crim R 449; [2007]QCA 173; R v Lennox [2007]QCA 383; R v,https://anzlaw.thomsonreuters.com/Document/I62e601f088b111e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
1338,186,449;,653; [1992]HCA 19; R v SBB (2007)175 A Crim R 449; [2007]QCA 173; R v Lennox [2007]QCA 383; R v Chang,https://anzlaw.thomsonreuters.com/Document/I62e601f088b111e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
1339,186,[2007]QCA 173;,[1992]HCA 19; R v SBB (2007)175 A Crim R 449; [2007]QCA 173; R v Lennox [2007]QCA 383; R v Chang (2003)7 VR,https://www.queenslandjudgments.com.au/caselaw/qca/2007/173,queenslandjudgments
1340,186,[2007]QCA 383;,(2007)175 A Crim R 449; [2007]QCA 173; R v Lennox [2007]QCA 383; R v Chang (2003)7 VR 236; [2003]VSCA 149. Not all,http://archive.sclqld.org.au/qjudgment/2007/QCA07-383.pdf,sclqld
1341,186,(2003)7 VR 236;,[2007]QCA 173; R v Lennox [2007]QCA 383; R v Chang (2003)7 VR 236; [2003]VSCA 149. Not all such conduct will require a direction.,https://anzlaw.thomsonreuters.com/Document/If0b37d50891a11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
1342,186,[2003]VSCA 149.,v Lennox [2007]QCA 383; R v Chang (2003)7 VR 236; [2003]VSCA 149. Not all such conduct will require a direction. In R,https://jade.io/article/71024,jade
1343,186,"[2022]QCA 180,","such conduct will require a direction. In R v WBS [2022]QCA 180, Dalton JA said at [20], citing R v Wildy (2011)111",https://www.queenslandjudgments.com.au/caselaw/qca/2022/180,queenslandjudgments
1344,186,"[20],","In R v WBS [2022]QCA 180, Dalton JA said at [20], citing R v Wildy (2011)111 SASR 189, 194 [20]; [2011]SASCFC",https://jade.io/article/946827/section/318,jade
1345,186,"(2011)111 SASR 189,","180, Dalton JA said at [20], citing R v Wildy (2011)111 SASR 189, 194 [20]; [2011]SASCFC 131, about lies and other conduct: Queensland",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2026487779&pubNum=4840&originatingDoc=Id3b9d95088e911e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=42f9e8aa925a4d059fca9e26f80df8c5&contextData=(sc.Default)&comp=wlau,thomsonreuters
1346,186,194,"said at [20], citing R v Wildy (2011)111 SASR 189, 194 [20]; [2011]SASCFC 131, about lies and other conduct: Queensland Supreme",https://jade.io/article/256452/section/139917,jade
1347,186,194,"said at [20], citing R v Wildy (2011)111 SASR 189, 194 [20]; [2011]SASCFC 131, about lies and other conduct: Queensland Supreme",https://jade.io/article/256452/section/318,jade
1348,186,[20];,"at [20], citing R v Wildy (2011)111 SASR 189, 194 [20]; [2011]SASCFC 131, about lies and other conduct: Queensland Supreme and",https://jade.io/article/256452/section/318,jade
1349,186,"[2011]SASCFC 131,","[20], citing R v Wildy (2011)111 SASR 189, 194 [20]; [2011]SASCFC 131, about lies and other conduct: Queensland Supreme and District Courts",https://jade.io/article/256452,jade
1350,187,[1998]CanLII 789,"the Canadian case of R v White [1998]2 SCR 72; [1998]CanLII 789 as follows: ‘It has been recognised, however, that when evidence",https://www.canlii.org/en/ca/scc/doc/1998/1998canlii789/1998canlii789.html,canlii
1351,187,[2019]1 Qd R 63,Davis J referred to the decision of R v Reid [2019]1 Qd R 63 and the observations of Sofronoff P about the necessity to,https://www.queenslandjudgments.com.au/case/id/512717,queenslandjudgments
1352,188,(1996)87 A Crim R 407);,not require the exclusion of the evidence(see R v Power (1996)87 A Crim R 407); although questions of admissibility having regard to the probative value,https://anzlaw.thomsonreuters.com/Document/I02560e9088e611e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
1353,188,"(2016)258 CLR 308,","by the evidence should be considered and weighed(R v Baden-Clay (2016)258 CLR 308, 332-333 [77]; [2016]HCA 35). In the case of murder Whether",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2039669375&pubNum=3586&originatingDoc=Ie250e2b087cc11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=e5cf46d7ea9144ee9f6baf967d7b7a76&contextData=(sc.Default)&comp=wlau,thomsonreuters
1354,188,332-333,"should be considered and weighed(R v Baden-Clay (2016)258 CLR 308, 332-333 [77]; [2016]HCA 35). In the case of murder Whether post-offence",https://jade.io/article/489654/section/141,jade
1355,188,[77];,"be considered and weighed(R v Baden-Clay (2016)258 CLR 308, 332-333 [77]; [2016]HCA 35). In the case of murder Whether post-offence conduct",https://jade.io/article/489654/section/141,jade
1356,188,[2016]HCA 35).,"considered and weighed(R v Baden-Clay (2016)258 CLR 308, 332-333 [77]; [2016]HCA 35). In the case of murder Whether post-offence conduct is capable",https://www.hcourt.gov.au/sites/default/files/eresources/2016/HCA/35.pdf,hcourt
