link_id,page_no,link_text,surrounding_text,link_destination,link_domain,jade_link
989,140,56(1),the power to discharge an individual juror pursuant to s 56(1) of the Jury Act 1995 should only be exercised where,https://jade.io/article/352986/section/6926,jade,Not Required
994,140,[2005]2 All ER 29;,the judge’s directions on matters of law (R v Smith [2005]2 All ER 29; [2005]UKHL 12). 3.6.3 Suggested Direction [Last reviewed: March 2026] (The,https://jade.io/citation/2720340,jade,Not Required
1000,142,The Criminal,"cases for other offences 3.7.2 Commentary [Last reviewed: March 2026] The Criminal Code and Jury and Another Act Amendment Act 2008 (Qld),",https://jade.io/article/679228,jade,Not Required
1002,142,59,"majority verdicts in criminal trials, except those covered by s 59 of the Jury Act 1995. By s 59, unanimous verdicts",https://jade.io/article/352986/section/1898,jade,Not Required
1005,142,80,"a penalty: s 59(1)(a)(ii); and 3. Commonwealth offences(due to s 80 of the Commonwealth Constitution). Additionally, a unanimous verdict is required",https://jade.io/article/260323/section/1199,jade,Not Required
1006,142,Commonwealth Constitution).,"59(1)(a)(ii); and 3. Commonwealth offences(due to s 80 of the Commonwealth Constitution). Additionally, a unanimous verdict is required where the jury consists",https://jade.io/article/260323,jade,Not Required
1009,143,368,"for their satisfaction (R v McClintock [2010]1 Qd R 354, 368 [48]). The trial judge ought to make a clear finding",https://jade.io/article/95422/section/140756,jade,Not Required
1013,143,402,"will be permitted (Hanna v The Queen (2008)73 NSWLR 390, 402 [71]; [2008]NSWCCA 173). In R v Muto [1996]1 VR 336,",https://jade.io/article/80910/section/140801,jade,Not Required
1017,143,"343,","[71]; [2008]NSWCCA 173). In R v Muto [1996]1 VR 336, 343, the Victorian Court of Appeal observed in respect of similar",https://jade.io/article/653355/section/139926,jade,Not Required
1018,143,46,"numerical calculation of the minimum statutory period(see, for example, s 46 of the Juries Act 2000(Vic), which refers to a ‘a",https://jade.io/article/282157/section/785,jade,Not Required
1019,143,Juries Act,"the minimum statutory period(see, for example, s 46 of the Juries Act 2000(Vic), which refers to a ‘a period of time that",https://jade.io/article/282157,jade,Not Required
1027,144,413;,"[1994]SASC 4496 (see also R v K (1997)68 SASR 405, 413; R v Harrison (1997)68 SASR 304). As to the requirement",https://jade.io/citation/2694414/section/140223,jade,Not Required
1030,144,[41],in R v McClintock [2010]1 Qd R 354 stated at [41] that: ‘the most certain way of ascertaining the [unlikelihood of,https://jade.io/article/95422/section/140829,jade,Not Required
1033,144,[23];,"see Hanna v The Queen (2008)73 NSWLR 390; [2008]NSWCCA 173, [23]; RJS v The Queen (2007)173 A Crim R 100, [25];",https://jade.io/article/80910/section/140122,jade,Not Required
1036,144,[25];,"[23]; RJS v The Queen (2007)173 A Crim R 100, [25]; [2007]NSWCCA 241; and Doklu v The Queen (2010)208 A Crim",https://jade.io/article/12853/section/140706,jade,Not Required
1049,144,342;,"100, [25]; [2007]NSWCCA 241; R v Muto [1996]1 VR 336, 342; R v K (1997)68 SASR 405, 413). The judge should",https://jade.io/article/653355/section/140421,jade,Not Required
1065,144,[20]).,"in which that might occur (R v BCG [2012]QCA 167, [20]). As to whether a reference to the existence of majority",https://jade.io/article/267111/section/318,jade,Not Required
1068,148,[51]).,Peniamina (2021)9 QR 124 is attached to the decision at [51]). 3.7.4 Appendix [Last reviewed: March 2026] Appendix A: Associate’s script,https://jade.io/article/841003/section/140879,jade,Not Required
1070,150,383).,"a co-defendant(see R v Nessel (1980)5 A Crim R 374, 383). There are difficulties in formulating a direction where an accomplice",https://jade.io/citation/2690639/section/140583,jade,Not Required
1072,150,535-536;,"is contrary to Robinson v The Queen (1991)180 CLR 531, 535-536; [1991]HCA 38, [6] to direct that a defendant’s evidence may",https://jade.io/article/67640/section/3617,jade,Not Required
1074,150,[6],"Robinson v The Queen (1991)180 CLR 531, 535-536; [1991]HCA 38, [6] to direct that a defendant’s evidence may be subjected to",https://jade.io/article/67640/section/626,jade,Not Required
1076,150,"65-66,","the particular case (Webb v The Queen (1994)181 CLR 41, 65-66, 92-95; [1994]HCA 30). But if some warning is to be",https://jade.io/article/67834/section/139923,jade,Not Required
1077,150,92-95;,"particular case (Webb v The Queen (1994)181 CLR 41, 65-66, 92-95; [1994]HCA 30). But if some warning is to be given,",https://jade.io/article/67834/section/15649,jade,Not Required
1080,150,65;,"in his/her own case(Webb v The Queen (1994)181 CLR 41, 65; [1994]HCA 30; see also R v Skaf [2004]NSWCCA 74, [159]-[168];",https://jade.io/article/67834/section/139919,jade,Not Required
1083,150,[159]-[168];,"65; [1994]HCA 30; see also R v Skaf [2004]NSWCCA 74, [159]-[168]; R v Johnston [2004]NSWCCA 58, [141]; R v Lewis [1996]QCA",https://jade.io/article/150406/section/7327,jade,Not Required
1087,150,[141];,"v Skaf [2004]NSWCCA 74, [159]-[168]; R v Johnston [2004]NSWCCA 58, [141]; R v Lewis [1996]QCA 405; R v The Queen (1995)63",https://jade.io/article/138132/section/3910,jade,Not Required
1092,150,330).,"SASR 417; and R v Rezk [1994]2 Qd R 321, 330). 4.1.3 Suggested Direction [Last reviewed: February 2026] Queensland Supreme and",https://jade.io/article/205672/section/140824,jade,Not Required
1094,152,[49],"[Last reviewed: February 2026] In R v Rose [2021]QCA 262, [49] the Court discussed the ‘Liberato’ direction(Liberato v The Queen (1985)159",https://jade.io/article/867485/section/1625,jade,Not Required
1098,152,63,"issue”’. In De Silva v The Queen (2019)268 CLR 57, 63 [11]; [2019]HCA 48, [11], the majority said that a Liberato",https://jade.io/article/694847/section/140185,jade,Not Required
1107,152,358,"on central matters, see R v Calides (1983)34 SASR 355, 358 and R v G [1994]1 Qd R 540, 543. Queensland",https://jade.io/citation/2411271/section/140742,jade,Not Required
1109,152,543,"355, 358 and R v G [1994]1 Qd R 540, 543. Queensland Supreme and District Courts Criminal Directions Benchbook (2026 Edition)",https://jade.io/article/205626/section/140325,jade,Not Required
1113,153,330,"CJ in R v E (1995)89 A Crim R 325, 330. 4.2.3 Suggested direction [Last reviewed: February 2026] Ihavealreadysaidthatthedefendantdoesnothavetogiveevidenceorcallother people to",https://jade.io/citation/2316189/section/140824,jade,Not Required
1114,153,4.2.3,"in R v E (1995)89 A Crim R 325, 330. 4.2.3 Suggested direction [Last reviewed: February 2026] Ihavealreadysaidthatthedefendantdoesnothavetogiveevidenceorcallother people to give",https://jade.io/citation/2316189,jade,Not Required
1118,155,"[34],","required(see Azzopardi v The Queen (2001)205 CLR 50; [2001]HCA 25, [34], [51] and [67]). The majority held at [51]and[67]that a direction",https://jade.io/article/68257/section/140626,jade,Not Required
1119,155,[51],"Azzopardi v The Queen (2001)205 CLR 50; [2001]HCA 25, [34], [51] and [67]). The majority held at [51]and[67]that a direction containing",https://jade.io/article/68257/section/140879,jade,Not Required
1120,155,[67]).,"The Queen (2001)205 CLR 50; [2001]HCA 25, [34], [51] and [67]). The majority held at [51]and[67]that a direction containing most of",https://jade.io/article/68257/section/1739,jade,Not Required
1124,155,"[86],","A Crim R 14; [2004]QCA 419, White J wrote at [86], in a passage approved by Cullinane J and supported by",https://jade.io/article/168648/section/131,jade,Not Required
1126,155,[8]-[10].,"in R v Nicholson; Ex parte DPP (Cth) [2004]QCA 393, [8]-[10]. 4.3.3 Suggested Direction [Last reviewed: February 2026] The defendant has",https://jade.io/article/168619/section/3583,jade,Not Required
1129,157,[68],and exceptional’ (see [68]). The majority in Azzopardi stated at [68] that a comment of this nature should only be made,https://jade.io/article/68257/section/140697,jade,Not Required
1132,157,[20],"[2019]3 Qd R 126; [2018]QCA 303, the President explained at [20] and [21] that: ‘The problem is not that a jury",https://jade.io/article/619526/section/318,jade,Not Required
1133,157,[21],"R 126; [2018]QCA 303, the President explained at [20] and [21] that: ‘The problem is not that a jury might regard",https://jade.io/article/619526/section/140771,jade,Not Required
1138,157,[10],"R v Doyle [2019]3 Qd R 126; [2018]QCA 303 at [10] in which the trial judge said, after reminding the jury",https://jade.io/article/619526/section/140725,jade,Not Required
1142,158,"[61],","(2001)205 CLR 50; [2001]HCA 25, including those specified at [51], [61], [62], [64], and[67]of the majority judgement. Certain elements of the",https://jade.io/article/68257/section/140807,jade,Not Required
1143,158,"[62],","CLR 50; [2001]HCA 25, including those specified at [51], [61], [62], [64], and[67]of the majority judgement. Certain elements of the suggested",https://jade.io/article/68257/section/140340,jade,Not Required
1144,158,"[64],","50; [2001]HCA 25, including those specified at [51], [61], [62], [64], and[67]of the majority judgement. Certain elements of the suggested direction",https://jade.io/article/68257/section/2055,jade,Not Required
1147,161,Police Powers and Responsibilities Regulation 2012(Qld),"Responsibilities Act 2000(Qld) Section 397–Right to remain silent not affected Police Powers and Responsibilities Regulation 2012(Qld) Schedule 9, Section 26 – Cautioning relevant persons about the",https://jade.io/article/412756,jade,Not Required
1151,161,97;,"common law rule (Petty v The Queen (1991)173 CLR 95, 97; [1991]HCA 34; R v Coyne [1996]1 Qd R 512, 519;",https://jade.io/article/67636/section/140321,jade,Not Required
1154,161,519;,"97; [1991]HCA 34; R v Coyne [1996]1 Qd R 512, 519; R v Vannatter [1999]QCA 104). In Petty v The Queen",https://jade.io/citation/419306/section/140093,jade,Not Required
1158,161,397,questioned by police has been given legislative effect by s 397 of the Police Powers and Responsibilities Act 2000. Where a,https://jade.io/article/346465/section/35114,jade,Not Required
1159,161,Police Powers and Responsibilities Act 2000.,has been given legislative effect by s 397 of the Police Powers and Responsibilities Act 2000. Where a person is to be questioned in relation to,https://jade.io/article/346465,jade,Not Required
1160,161,26,officer must caution them in terms set out in s 26 of sch 9 of the Police Powers and Responsibilities Regulation,https://jade.io/article/412756/section/291450,jade,Not Required
1162,161,431,"Police Powers and Responsibilities Regulation 2012, as required by s 431 of the Police Powers and Responsibilities Act 2000. Evidence that",https://jade.io/article/346465/section/10224,jade,Not Required
1166,161,486;,"the evidence is given(Sanchez v R(2009)196 A Crim R 472, 486; [2009]NSWCCA 171, [57]). The direction may also bear repeating in",https://jade.io/article/95895/section/140396,jade,Not Required
1169,161,[57]).,"given(Sanchez v R(2009)196 A Crim R 472, 486; [2009]NSWCCA 171, [57]). The direction may also bear repeating in the summing-up. 4.5.3",https://jade.io/article/95895/section/385,jade,Not Required
1175,163,74;,"referred to in Azzopardi v The Queen (2001)205 CLR 50, 74; [2001]HCA 25. Other than those rare circumstances, the first direction",https://jade.io/article/68257/section/139949,jade,Not Required
1181,164,[6],"(2002)210 CLR 285; [2002]HCA 45, Gaudron and Hayne JJ at [6] said: ‘Further, as a general rule, a trial judge should",https://jade.io/article/68356/section/626,jade,Not Required
1183,164,633,"CLR 620, Gaudron ACJ, Gummow, Kirby, and Hayne JJ at 633 said: ‘… if the question concerns the failure of the",https://jade.io/article/68197/section/140906,jade,Not Required
1185,165,295,"Dunkel be open(see Dyers v The Queen (2002)210 CLR 285, 295 [17]; [2002]HCA 45, [17] (Gaudron and Hayne JJ, Kirby J",https://jade.io/article/68356/section/140542,jade,Not Required
1191,165,"[20],","In MFA v The Queen (2002)213 CLR 606; [2002]HCA 53, [20], [36], [81], the High Court approved a full Jones v",https://jade.io/article/68365/section/318,jade,Not Required
1192,165,"[36],","MFA v The Queen (2002)213 CLR 606; [2002]HCA 53, [20], [36], [81], the High Court approved a full Jones v Dunkel",https://jade.io/article/68365/section/1155,jade,Not Required
1193,165,"[81],","v The Queen (2002)213 CLR 606; [2002]HCA 53, [20], [36], [81], the High Court approved a full Jones v Dunkel direction,",https://jade.io/article/68365/section/936,jade,Not Required
1195,166,10,by a ‘person in authority’ for the purposes of s 10 of the Criminal Law Amendment Act 1894(Qld). The prosecution may,https://jade.io/article/529626/section/280,jade,Not Required
1196,166,Criminal Law Amendment Act,in authority’ for the purposes of s 10 of the Criminal Law Amendment Act 1894(Qld). The prosecution may wish to lead as an admission(by,https://jade.io/article/529626,jade,Not Required
1200,166,30,"by Livesey JA in R v BEC (2023)16 QR 1, 30 [87]: ‘Evidenceaboutastatementwhichhasbeenmadetoorinthepresenceofanaccused,whichwentunanswered by the accused, may or may not be",https://jade.io/article/1040243/section/140723,jade,Not Required
1211,169,310;,"an incriminating character’ (see Sorby v Commonwealth (1983)152 CLR 281, 310; [1983]HCA 10). The defendant has, in addition, the protection of",https://jade.io/article/67043/section/140819,jade,Not Required
1213,169,15(2),"10). The defendant has, in addition, the protection of s 15(2) of the Evidence Act 1977 which precludes questions tending to",https://jade.io/article/353262/section/3664,jade,Not Required
1217,169,290;,"he is compelled to answer’(Sorby v Commonwealth (1983)152 CLR 281, 290; [1983] HCA 10). Where a claim for privilege is made",https://jade.io/article/67043/section/139962,jade,Not Required
1221,169,"434,","of privilege (see Thompson v Bella-Lewis [1997]1 Qd R 429, 434, 437; R v King [1998]QCA 108), the general thrust of",https://jade.io/article/165489/section/140490,jade,Not Required
1222,169,437;,"privilege (see Thompson v Bella-Lewis [1997]1 Qd R 429, 434, 437; R v King [1998]QCA 108), the general thrust of authority",https://jade.io/article/165489/section/140097,jade,Not Required
1224,171,"(1893)6 R 67,","that the witness might comment on it (Browne v Dunn (1893)6 R 67, 70, 76). See also Cross on Evidence, Aust ed. [17435]",https://jade.io/citation/5095394,jade,Not Required
1225,171,"70,","might comment on it (Browne v Dunn (1893)6 R 67, 70, 76). See also Cross on Evidence, Aust ed. [17435] ff.",https://jade.io/citation/5095394/section/140001,jade,Not Required
1226,171,76).,"comment on it (Browne v Dunn (1893)6 R 67, 70, 76). See also Cross on Evidence, Aust ed. [17435] ff. As",https://jade.io/citation/5095394/section/140596,jade,Not Required
1229,171,"556,","Superbarn (NSW) Pty Ltd v O’Gara (1990)19 NSWLR 551 at 556, Clarke JA said that the trial judge ‘may, for example,",https://jade.io/article/806319/section/140822,jade,Not Required
1238,172,(1932)23 Cr App R 202,result in a fair trial being jeopardised. R v Hart (1932)23 Cr App R 202 shows that the prosecution stands to be embarrassed by the,https://jade.io/citation/3429416,jade,Not Required
1244,173,[36])that,"Queen (2021)274 CLR 351; [2021]HCA 36, the High Court explained(at [36])that cross-examination of a defendant by a prosecutor about the failure",https://jade.io/article/847521/section/1155,jade,Not Required
1246,173,363,"carry no such onus(Hofer v The Queen (2021)274 CLR 351, 363 [35]; [2021]HCA 36, [35]). Where there are a number of",https://jade.io/article/847521/section/140690,jade,Not Required
1251,173,363-364,"any inferences are available(Hofer v The Queen (2021)274 CLR 351, 363-364 [37]). It may be necessary for the trial judge to",https://jade.io/article/847521/section/140276,jade,Not Required
1254,173,366-367,"of a mere assumption(Hofer v The Queen (2021)274 CLR 351, 366-367 [47]). Rebuttal evidence may be permitted. In particular, the witness",https://jade.io/article/847521/section/777,jade,Not Required
1258,174,[51]-[57].,"any inferences were available, see R v Saraghi-Smith [2024]QCA 180, [51]-[57]. 4.9.3 Suggested Directions [Last reviewed: February 2026] The defendant gave",https://jade.io/article/1091613/section/2865,jade,Not Required
1271,177,651;,"accepted by the defendant(Ugle v The Queen (1989)167 CLR 647, 651; [1989]HCA 55). For pre-text calls, see R v Han [2022]QCA",https://jade.io/article/67530/section/4511,jade,Not Required
1275,177,[37],"example, R v Ferri [2019]3 Qd R 496, especially at [37] and [47]. At[47], Sofronoff P said: ‘If the Crown wishes",https://jade.io/article/642125/section/140276,jade,Not Required
1276,177,[47].,"v Ferri [2019]3 Qd R 496, especially at [37] and [47]. At[47], Sofronoff P said: ‘If the Crown wishes to tender",https://jade.io/article/642125/section/777,jade,Not Required
1281,178,[51]).,"contained in a record of interview(R v Rose [2021]QCA 262, [51]). See also R v Aziz [1996]AC 41; cf Callaghan v",https://jade.io/article/867485/section/140879,jade,Not Required
1286,178,81;,"R 300; Griffiths v The Queen (1994) 69 ALJR 77, 81; [1994]HCA 55 about the use to which exculpatory statements may",https://jade.io/article/67861/section/139986,jade,Not Required
1292,178,[78]).,will depend upon all of the circumstances of the case(at [78]). • Whether the direction ought to also refer to the,https://jade.io/article/66526/section/1016,jade,Not Required
1294,178,311,"High Court in Nguyen v The Queen (2020)269 CLR 299, 311 [24]; [2020]HCA 23, [24]: ‘Howsoever mixed statements come to be",https://jade.io/article/754178/section/140603,jade,Not Required
1303,179,476)and,judgment sets out the required contents of such a direction(at 476)and emphasises that it should not include any suggestion that the,https://jade.io/article/67664/section/140605,jade,Not Required
1305,179,"336,","477). In R v Derbas (1993)66 A Crim R 327, 336, Hunt CJ at CL suggested that it is proper to",https://jade.io/citation/2701062/section/140110,jade,Not Required
1308,180,54;,"record conversations. In Black v The Queen (1993)179 CLR 44, 54; [1993]HCA 71, the High Court held that the jury should",https://jade.io/article/67805/section/140278,jade,Not Required
1314,180,"558,","evidence implicating the defendant in the crime itself (Pollitt at 558, 588, 601, 606; R v Clough (1992)28 NSWLR 396, 405).",https://jade.io/article/68143/section/140465,jade,Not Required
1315,180,"588,","implicating the defendant in the crime itself (Pollitt at 558, 588, 601, 606; R v Clough (1992)28 NSWLR 396, 405). That",https://jade.io/article/68143/section/140132,jade,Not Required
1316,180,"601,","the defendant in the crime itself (Pollitt at 558, 588, 601, 606; R v Clough (1992)28 NSWLR 396, 405). That is",https://jade.io/article/68143/section/140621,jade,Not Required
1317,180,606;,"defendant in the crime itself (Pollitt at 558, 588, 601, 606; R v Clough (1992)28 NSWLR 396, 405). That is because",https://jade.io/article/68143/section/140883,jade,Not Required
1319,180,405).,"558, 588, 601, 606; R v Clough (1992)28 NSWLR 396, 405). That is because prison informer evidence is almost always given",https://jade.io/article/806556/section/140604,jade,Not Required
1333,186,119;,"See Graham v The Queen (2000)116 A Crim R 108, 119; [2000]TASSC 153 for the raising of a false alibi. Where",https://jade.io/article/180544/section/140442,jade,Not Required
1344,186,"[20],","In R v WBS [2022]QCA 180, Dalton JA said at [20], citing R v Wildy (2011)111 SASR 189, 194 [20]; [2011]SASCFC",https://jade.io/article/946827/section/318,jade,Not Required
1346,186,194,"said at [20], citing R v Wildy (2011)111 SASR 189, 194 [20]; [2011]SASCFC 131, about lies and other conduct: Queensland Supreme",https://jade.io/article/256452/section/139917,jade,Not Required
1347,186,194,"said at [20], citing R v Wildy (2011)111 SASR 189, 194 [20]; [2011]SASCFC 131, about lies and other conduct: Queensland Supreme",https://jade.io/article/256452/section/318,jade,Not Required
1354,188,332-333,"should be considered and weighed(R v Baden-Clay (2016)258 CLR 308, 332-333 [77]; [2016]HCA 35). In the case of murder Whether post-offence",https://jade.io/article/489654/section/141,jade,Not Required
1359,188,332,"between murder and manslaughter (R v Baden-Clay (2016)258 CLR 308, 332 [74]; [2016]HCA 35). There may be cases where an accused",https://jade.io/article/489654/section/140833,jade,Not Required
1367,188,"[38]-[40],","[74]; [2016]HCA 35, citing R v Ciantar (2006)16 VR 26, [38]-[40], [65]-[67]; [2006]VSCA 263; R v DAN [2007]QCA 66, [89], [99]).",https://jade.io/article/71949/section/6610,jade,Not Required
1370,188,[65]-[67];,"[2016]HCA 35, citing R v Ciantar (2006)16 VR 26, [38]-[40], [65]-[67]; [2006]VSCA 263; R v DAN [2007]QCA 66, [89], [99]). See",https://jade.io/article/71949/section/2103,jade,Not Required
1375,188,"[89],","26, [38]-[40], [65]-[67]; [2006]VSCA 263; R v DAN [2007]QCA 66, [89], [99]). See also as stated in R v Andres [2015]QCA",https://jade.io/article/57118/section/1023,jade,Not Required
1376,188,[99]).,"[38]-[40], [65]-[67]; [2006]VSCA 263; R v DAN [2007]QCA 66, [89], [99]). See also as stated in R v Andres [2015]QCA 167",https://jade.io/article/57118/section/779,jade,Not Required
1378,188,[131].,"also as stated in R v Andres [2015]QCA 167 at [131]. But see R v Oliver [2016]QCA 27 at [55], [58],",https://jade.io/article/407749/section/2212,jade,Not Required
1380,188,"[55],","at [131]. But see R v Oliver [2016]QCA 27 at [55], [58], [63]: ‘Whilst … matters, individually, may have been equally",https://jade.io/article/447273/section/140529,jade,Not Required
1381,188,"[58],","[131]. But see R v Oliver [2016]QCA 27 at [55], [58], [63]: ‘Whilst … matters, individually, may have been equally consistent",https://jade.io/article/447273/section/140806,jade,Not Required
1382,188,[63]:,"But see R v Oliver [2016]QCA 27 at [55], [58], [63]: ‘Whilst … matters, individually, may have been equally consistent with",https://jade.io/article/447273/section/715,jade,Not Required
1384,188,574-575.,"safely drawn. See R v Melrose [1989]1 Qd R 572, 574-575. For an example of flight during trial see R v",https://jade.io/citation/415777/section/3508,jade,Not Required
1388,188,198).,"guilt (see R v El Adl [1993]2 Qd R 195, 198). Queensland Supreme and District Courts Criminal Directions Benchbook (2026 Edition)",https://jade.io/citation/437410/section/140079,jade,Not Required
1402,193,[153]).,"was not challenged on appeal (R v Spencer [2023]QCA 210, [153]). However, it was argued that a miscarriage of justice occurred",https://jade.io/article/1052132/section/2501,jade,Not Required
1405,194,[28]).,"best avoided(see Thomas JA(in dissent)in R v C [1999]QCA 270, [28]). Generally, a defendant is not permitted to lead ‘alibi’ evidence",https://jade.io/article/545037/section/140558,jade,Not Required
1409,194,217,"Heuston (1996)90 A Crim R 213, Gleeson CJ noted at 217 that the actions of the prosecutor in tendering a notice",https://jade.io/citation/2672367/section/140452,jade,Not Required
1414,194,631;,"(see also R v J (No 2) [1998]3 VR 602, 631; Graham v The Queen (2000)116 A Crim R 108; [2000]TASSC",https://jade.io/article/538268/section/141027,jade,Not Required
1421,196,417,"explained in R v SCL [2017] 2 Qd R 401, 417 [61]: “It was what (if anything) the lie itself revealed",https://jade.io/article/462687/section/140807,jade,Not Required
1428,197,"[81],","Sheppard [2010]QCA 342; cf R v Lacey [2011] QCA 386, [81], [83] and [153]). Where a defendant’s lie could only be",https://jade.io/article/259582/section/936,jade,Not Required
1429,197,[83],"[2010]QCA 342; cf R v Lacey [2011] QCA 386, [81], [83] and [153]). Where a defendant’s lie could only be relevant",https://jade.io/article/259582/section/268,jade,Not Required
1430,197,[153]).,"cf R v Lacey [2011] QCA 386, [81], [83] and [153]). Where a defendant’s lie could only be relevant to their",https://jade.io/article/259582/section/2501,jade,Not Required
1434,197,[19],"In R v SDU [2022] QCA 176, Henry J at [19] explained that Zoneff suggested a direction which may be given",https://jade.io/article/946420/section/140543,jade,Not Required
1436,197,245,"suggested direction in Zoneff v The Queen (2000)200 CLR 234, 245 [23]; [2000]HCA 28, [23]. The direction has been modified to",https://jade.io/article/68195/section/140122,jade,Not Required
1447,197,[43](see,"of the subject event, see R v Frank [2010]QCA 150, [43](see also R v Scott [2011]QCA 343). The suggested direction is",https://jade.io/article/181805/section/1154,jade,Not Required
1450,197,[19];,"lies by a complainant(OKS v Western Australia (2019)265 CLR 268, [19]; [2019]HCA 10, [19]). Queensland Supreme and District Courts Criminal Directions",https://jade.io/article/638270/section/140543,jade,Not Required
1458,200,"[211],","commission)of the offence’: see R v Edwards (1993)178 CLR 193)at [211], [363], as explained in Zoneff v The Queen (2000)200 CLR",https://jade.io/article/67796/section/1703,jade,Not Required
1459,200,"[363],","the offence’: see R v Edwards (1993)178 CLR 193)at [211], [363], as explained in Zoneff v The Queen (2000)200 CLR 234",https://jade.io/article/67796/section/18982,jade,Not Required
1460,200,(2000)200 CLR 234,"193)at [211], [363], as explained in Zoneff v The Queen (2000)200 CLR 234 at [17]. See also R v Hennig [2010]QCA 244 and",https://jade.io/article/68195,jade,Not Required
1461,200,[17].,explained in Zoneff v The Queen (2000)200 CLR 234 at [17]. See also R v Hennig [2010]QCA 244 and R v,https://jade.io/article/68195/section/140542,jade,Not Required
1468,200,[195],"said at [20], citing R v Wildy (2011)111 SASR 189, [195] [20]: It is not all inculpatory post-offence conduct which will",https://jade.io/article/256452/section/3430,jade,Not Required
1471,200,[531];,"use of this direction (see Brennan [1999]2 Qd R 529, [531]; R v Walton and Harman [2001]QCA 309 at [61]; R",https://jade.io/citation/437472/section/58496,jade,Not Required
1473,200,[61];,"529, [531]; R v Walton and Harman [2001]QCA 309 at [61]; R v Dykstra [2011]QCA 175 [13]; R v Ogunseye [2024]QCA",https://jade.io/article/167137/section/140807,jade,Not Required
1475,200,[13];,Harman [2001]QCA 309 at [61]; R v Dykstra [2011]QCA 175 [13]; R v Ogunseye [2024]QCA 152 at [43]). See R v,https://jade.io/article/246741/section/140536,jade,Not Required
1477,200,[43]).,Dykstra [2011]QCA 175 [13]; R v Ogunseye [2024]QCA 152 at [43]). See R v Chang (2003)7 VR 236 as to the,https://jade.io/article/1087633/section/1154,jade,Not Required
1481,200,[41].,"see Zoneff at[244][17], R v Frank [2010] QCA 150 at [41]. However, an Edwards direction will only be required in these",https://jade.io/article/181805/section/140829,jade,Not Required
1485,201,[7],See also R v Box & Martin [2001]QCA 272 at [7] and [8]; and R v Wehlow (2001)122 A Crim R,https://jade.io/article/167107/section/140705,jade,Not Required
1486,201,[8];,R v Box & Martin [2001]QCA 272 at [7] and [8]; and R v Wehlow (2001)122 A Crim R 63; [2001]QCA,https://jade.io/article/167107/section/140572,jade,Not Required
1489,201,"[5],","v Wehlow (2001)122 A Crim R 63; [2001]QCA 193 at [5], [33]. See also R v Mitchell [2008]2 Qd R 142;",https://jade.io/article/167022/section/482,jade,Not Required
1490,201,[33].,"Wehlow (2001)122 A Crim R 63; [2001]QCA 193 at [5], [33]. See also R v Mitchell [2008]2 Qd R 142; [2007]QCA",https://jade.io/article/167022/section/533,jade,Not Required
1493,201,"[48],","[2008]2 Qd R 142; [2007]QCA 267 per Keane JA at [48], [50] and the comments of Williams JA at [31] as",https://jade.io/article/15502/section/140756,jade,Not Required
1494,201,[50],"Qd R 142; [2007]QCA 267 per Keane JA at [48], [50] and the comments of Williams JA at [31] as follows:",https://jade.io/article/15502/section/821,jade,Not Required
1495,201,[31],"at [48], [50] and the comments of Williams JA at [31] as follows: where, as here, murder is the offence charged",https://jade.io/article/15502/section/1017,jade,Not Required
1498,201,[886]);,"the prosecution relies(R v Richens [1993]4 All ER 877 at [886]); Osland v The Queen (1998)197 CLR 316, Zoneff at [17].",https://jade.io/citation/533897/section/13325,jade,Not Required
1500,201,[17].,"[886]); Osland v The Queen (1998)197 CLR 316, Zoneff at [17]. 4.15.3 Suggested Directions [Last reviewed: June 2025] The prosecution relies",https://jade.io/article/68101/section/140542,jade,Not Required
1520,207,15(2)(a),or through cross-examination of the defendant (with leave under s 15(2)(a) of the Evidence Act 1977) which indicates that he/she has,https://jade.io/article/353262/section/5265,jade,Not Required
1530,207,15(2)(b),or from a defendant in cross-examination (as contemplated by s 15(2)(b) of the Evidence Act 1977) which is adverse to his/her,https://jade.io/article/353262/section/6016,jade,Not Required
1535,208,592).,"[1997]1 WLR 1329, 1333, applying Murdoch v Taylor [1965]AC 574, 592). Cross-examination in this instance may be designed to show that",https://jade.io/citation/2877044/section/141029,jade,Not Required
1538,212,[9]).,"issue(see Palmer v The Queen (1998)193 CLR 1; [1998]HCA 2, [9]). Where, however, a defendant(through cross-examination of the complainant or by",https://jade.io/article/68040/section/8,jade,Not Required
1543,212,581;,"below (see R v PLK [1999]VSCA 194; [1999]3 VR 567, 581; R v Geary [2003]1 Qd R 64, 70 [26]-[28]). In",https://jade.io/article/70125/section/140256,jade,Not Required
1545,212,70,"VR 567, 581; R v Geary [2003]1 Qd R 64, 70 [26]-[28]). In some cases, the jury should be instructed that",https://jade.io/article/167617/section/4682,jade,Not Required
1550,212,[22]).,"the complainant was truthful(see R v Coss [2016] QCA 44, [22]). 4.18.3 Suggested Direction [Last reviewed: March 2026] In cross-examination,the complainant",https://jade.io/article/448468/section/140724,jade,Not Required
1555,213,330-333,"Sofronoff P in R v Bevinetto [2019]2 Qd R 320, 330-333 [50]-[61], including the following (footnotes omitted, emphasis added): ‘Consequently, any",https://jade.io/article/610707/section/14063,jade,Not Required
1563,214,578-579 that ‘… the,"In R v Van Der Zyden [2012]2 Qd R 568, 578-579 [32], Muir JA(with whom the Chief Justice and Margaret Wilson AJA agreed)held that",https://jade.io/article/263512/section/260,jade,Not Required
