link_id,page_no,link_text,surrounding_text,link_destination,link_domain
1137,157,[2018]QCA 303,"an explanation, see R v Doyle [2019]3 Qd R 126; [2018]QCA 303 at [10] in which the trial judge said, after reminding",https://www.queenslandjudgments.com.au/caselaw/qca/2018/303,queenslandjudgments
1153,161,"[1996]1 Qd R 512,","Queen (1991)173 CLR 95, 97; [1991]HCA 34; R v Coyne [1996]1 Qd R 512, 519; R v Vannatter [1999]QCA 104). In Petty v The",https://www.queenslandjudgments.com.au/case/id/508772,queenslandjudgments
1155,161,[1999]QCA 104).,"v Coyne [1996]1 Qd R 512, 519; R v Vannatter [1999]QCA 104). In Petty v The Queen (1991)173 CLR 95; [1991]HCA 34,",https://www.queenslandjudgments.com.au/caselaw/qca/1999/104,queenslandjudgments
1199,166,"(2023)16 QR 1,","accusation. As explained by Livesey JA in R v BEC (2023)16 QR 1, 30 [87]: ‘Evidenceaboutastatementwhichhasbeenmadetoorinthepresenceofanaccused,whichwentunanswered by the accused, may or may not",https://www.queenslandjudgments.com.au/case/id/513257,queenslandjudgments
1209,169,[2001]2 Qd R 208).,asked of a defendant on a voir dire(R v Semyraha [2001]2 Qd R 208). A defendant or a witness is accordingly protected by privilege,https://www.queenslandjudgments.com.au/case/id/503252,queenslandjudgments
1220,169,"[1997]1 Qd R 429,","inferences from a claim of privilege (see Thompson v Bella-Lewis [1997]1 Qd R 429, 434, 437; R v King [1998]QCA 108), the general thrust",https://www.queenslandjudgments.com.au/case/id/510669,queenslandjudgments
1223,169,"[1998]QCA 108),","Bella-Lewis [1997]1 Qd R 429, 434, 437; R v King [1998]QCA 108), the general thrust of authority is to the effect that",https://www.queenslandjudgments.com.au/caselaw/qca/1998/108,queenslandjudgments
1237,172,[2021]QCA 258).,any inconsistent versions to the accused during cross-examination(R v Lewington [2021]QCA 258). As Freeburn J explained in that case: [61] Whilst prosecutors,https://www.queenslandjudgments.com.au/caselaw/qca/2021/258,queenslandjudgments
1239,172,[2000]1 Qd,"Crown witness on a certain point, in R v Foley [2000]1 Qd R 290, the Court of Appeal explained: ‘[W]here defence counsel",https://www.queenslandjudgments.com.au/case/id/506364,queenslandjudgments
1240,172,"R 290,","on a certain point, in R v Foley [2000]1 Qd R 290, the Court of Appeal explained: ‘[W]here defence counsel in a",https://www.queenslandjudgments.com.au/case/id/506364,queenslandjudgments
1256,174,[2024]QCA,"to whether any inferences were available, see R v Saraghi-Smith [2024]QCA 180, [51]-[57]. 4.9.3 Suggested Directions [Last reviewed: February 2026] The",https://www.queenslandjudgments.com.au/caselaw/qca/2024/180,queenslandjudgments
1257,174,"180,","whether any inferences were available, see R v Saraghi-Smith [2024]QCA 180, [51]-[57]. 4.9.3 Suggested Directions [Last reviewed: February 2026] The defendant",https://www.queenslandjudgments.com.au/caselaw/qca/2024/180,queenslandjudgments
1265,176,[2023]QCA 261).,on them in proof of guilt (see R v BEE [2023]QCA 261). Whether such a direction is required will depend on the,https://www.queenslandjudgments.com.au/caselaw/qca/2023/261,queenslandjudgments
1273,177,[2022]QCA 199,"651; [1989]HCA 55). For pre-text calls, see R v Han [2022]QCA 199 in which the Court of Appeal dealt with and dismissed",https://www.queenslandjudgments.com.au/caselaw/qca/2022/199,queenslandjudgments
1274,177,"[2019]3 Qd R 496,","place before the jury. See, for example, R v Ferri [2019]3 Qd R 496, especially at [37] and [47]. At[47], Sofronoff P said: ‘If",https://www.queenslandjudgments.com.au/case/id/512792,queenslandjudgments
1277,177,[2020]QCA 265).,a reasonable doubt about a defendant’s guilt(see R v Spencer [2020]QCA 265). See also R v Rose [2021]QCA 262 which discussed the,https://www.queenslandjudgments.com.au/caselaw/qca/2020/265,queenslandjudgments
1278,177,[2021]QCA 262,R v Spencer [2020]QCA 265). See also R v Rose [2021]QCA 262 which discussed the circumstances in which a Liberato direction should,https://www.queenslandjudgments.com.au/caselaw/qca/2021/262,queenslandjudgments
1280,178,"[2021]QCA 262,","version is contained in a record of interview(R v Rose [2021]QCA 262, [51]). See also R v Aziz [1996]AC 41; cf Callaghan",https://www.queenslandjudgments.com.au/caselaw/qca/2021/262,queenslandjudgments
1283,178,[1994]2 Qd R 300;,"R v Aziz [1996]AC 41; cf Callaghan v The Queen [1994]2 Qd R 300; Griffiths v The Queen (1994) 69 ALJR 77, 81; [1994]HCA",https://www.queenslandjudgments.com.au/case/id/503676,queenslandjudgments
1288,178,[2022]QCA 199.,"pre-text calls were considered at length in R v Han [2022]QCA 199. In that decision, referring to authority, Flanagan J made the",https://www.queenslandjudgments.com.au/caselaw/qca/2022/199,queenslandjudgments
1298,179,[2013]QCA 291,sexual conduct towards the complainant(see for example R v IE [2013]QCA 291 and R v BCQ (2013)240 A Crim R 153; [2013]QCA,https://www.queenslandjudgments.com.au/case-download/id/82080,queenslandjudgments
1300,179,[2013]QCA 388).,291 and R v BCQ (2013)240 A Crim R 153; [2013]QCA 388). See Benchbook Chapter 5.5. Uncorroborated confessional statements An interview containing,https://www.queenslandjudgments.com.au/caselaw/qca/2013/388,queenslandjudgments
1306,180,"[2001]1 Qd R 212,","the circumstances of the particular case. In R v Williams [2001]1 Qd R 212, while concluding in that case that there was no need",https://www.queenslandjudgments.com.au/case/id/511736,queenslandjudgments
1322,183,[1996]2 Qd R 587;,The Queen (1993)179 CLR 44; [1993]HCA 71; R v Lawson [1996]2 Qd R 587; R v Van Wirdum [1994]QCA 476). The police officers say,https://www.queenslandjudgments.com.au/case/id/501617,queenslandjudgments
1327,186,"[2006]QCA 244],","regret to the victim of one’s crime[see R v Solomon [2006]QCA 244], or failing to make an early complaint about alleged ill-treatment",https://www.queenslandjudgments.com.au/caselaw/qca/2006/244,queenslandjudgments
1328,186,[1984] 2 Qd R 51].,"for him, suddenly deserted his favourite hotel [R v Bitossi [1984] 2 Qd R 51]. R v Chang (2003) 7 VR 236; [2003] VSCA 149",https://www.queenslandjudgments.com.au/case/id/501358,queenslandjudgments
1339,186,[2007]QCA 173;,[1992]HCA 19; R v SBB (2007)175 A Crim R 449; [2007]QCA 173; R v Lennox [2007]QCA 383; R v Chang (2003)7 VR,https://www.queenslandjudgments.com.au/caselaw/qca/2007/173,queenslandjudgments
1343,186,"[2022]QCA 180,","such conduct will require a direction. In R v WBS [2022]QCA 180, Dalton JA said at [20], citing R v Wildy (2011)111",https://www.queenslandjudgments.com.au/caselaw/qca/2022/180,queenslandjudgments
1351,187,[2019]1 Qd R 63,Davis J referred to the decision of R v Reid [2019]1 Qd R 63 and the observations of Sofronoff P about the necessity to,https://www.queenslandjudgments.com.au/case/id/512717,queenslandjudgments
1383,188,"[1989]1 Qd R 572,","of guilt can be safely drawn. See R v Melrose [1989]1 Qd R 572, 574-575. For an example of flight during trial see R",https://www.queenslandjudgments.com.au/case/id/503928,queenslandjudgments
1386,188,[2000]QCA 73.,trial see R v Festa (2000)111 A Crim R 60; [2000]QCA 73. It is not essential that the jury be told in,https://www.queenslandjudgments.com.au/caselaw/qca/2000/73,queenslandjudgments
1387,188,"[1993]2 Qd R 195,","not necessarily conclusive of guilt (see R v El Adl [1993]2 Qd R 195, 198). Queensland Supreme and District Courts Criminal Directions Benchbook (2026",https://www.queenslandjudgments.com.au/case/id/506824,queenslandjudgments
1397,191,"[2012]1 Qd R 573,","a co-accused. Meaning of incontrovertible verdict In R v Jobling [2012]1 Qd R 573, Jobling and his co-accused(Hinschen)were charged with the murder of Jobling’s",https://www.queenslandjudgments.com.au/case/id/505823,queenslandjudgments
1398,192,"[2023]QCA 210,","by Rafter AJ in the trial preceding R v Spencer [2023]QCA 210, a case in which the appellant(Spencer) was charged with murder.",https://www.queenslandjudgments.com.au/caselaw/qca/2023/210,queenslandjudgments
1401,193,"[2023]QCA 210,","to above was not challenged on appeal (R v Spencer [2023]QCA 210, [153]). However, it was argued that a miscarriage of justice",https://www.queenslandjudgments.com.au/caselaw/qca/2023/210,queenslandjudgments
1419,196,"[2023]QCA 222,","4.14.2 Commentary [Last reviewed: February 2026] In R v Smart [2023]QCA 222, Boddice JA(with whom Dalton and Flanagan JJA agreed)outlined the law",https://www.queenslandjudgments.com.au/caselaw/qca/2023/222,queenslandjudgments
1420,196,"[2017] 2 Qd R 401,","truth’”. [86] As McMurdo JA explained in R v SCL [2017] 2 Qd R 401, 417 [61]: “It was what (if anything) the lie itself",https://www.queenslandjudgments.com.au/case/id/512617,queenslandjudgments
1433,197,"SDU [2022] QCA 176,","The Queen (2000)200 CLR 234; [2000]HCA 28). In R v SDU [2022] QCA 176, Henry J at [19] explained that Zoneff suggested a direction",https://www.queenslandjudgments.com.au/caselaw/qca/2022/176,queenslandjudgments
1440,197,[2010]QCA 342.,observations of the Court of Appeal in R v Sheppard [2010]QCA 342. The suggested direction deliberately avoids any suggestion that it is,https://www.queenslandjudgments.com.au/caselaw/qca/2010/342,queenslandjudgments
1445,197,"[2001]QCA 337,[28]-[32].","from Chevathen v The Queen (2001)122 A Crim R 441,[28]-[32]; [2001]QCA 337,[28]-[32]. For an example of a direction suggested by the Court",https://www.queenslandjudgments.com.au/caselaw/qca/2001/337,queenslandjudgments
1453,199,"[2023]QCA 222,","4.15.2 Commentary [Last reviewed: June 2025] In R v Smart [2023]QCA 222, Boddice J(with whom Dalton and Flanagan JJA agreed)outlined the law",https://www.queenslandjudgments.com.au/caselaw/qca/2023/222,queenslandjudgments
1464,200,"[2020]QCA 127,","and R v Sheppard [2010]QCA 342. In R v Nash [2020]QCA 127, Boddice J(as his Honour then was)(with whom Sofronoff P and",https://www.queenslandjudgments.com.au/caselaw/qca/2020/127,queenslandjudgments
1465,200,"[2022]QCA 180,","would implicate him in the offence.’ In R v WBS [2022]QCA 180, Dalton JA said at [20], citing R v Wildy (2011)111",https://www.queenslandjudgments.com.au/caselaw/qca/2022/180,queenslandjudgments
1506,204,[2011]QCA 305.,[2008]QCA 145; R v TZ (2011)214 A Crim R 316; [2011]QCA 305. It is a matter for assessment in each case whether,https://www.queenslandjudgments.com.au/caselaw/qca/2011/305,queenslandjudgments
1525,207,[2005]QCA 40);,driving on a dangerous driving charge(contrast with R v DAJ [2005]QCA 40); R v OGD (No 2) (2000)50 NSWLR 433; [2000]NSWCCA 404,https://www.queenslandjudgments.com.au/caselaw/qca/2005/40,queenslandjudgments
1544,212,"[2003]1 Qd R 64,","PLK [1999]VSCA 194; [1999]3 VR 567, 581; R v Geary [2003]1 Qd R 64, 70 [26]-[28]). In some cases, the jury should be instructed",https://www.queenslandjudgments.com.au/case/id/500459,queenslandjudgments
1554,213,"[2019]2 Qd R 320,","were comprehensively summarised by Sofronoff P in R v Bevinetto [2019]2 Qd R 320, 330-333 [50]-[61], including the following (footnotes omitted, emphasis added): ‘Consequently,",https://www.queenslandjudgments.com.au/case/id/512756,queenslandjudgments
1562,214,"[2012]2 Qd R 568, AJA agreed)held that","of the complainant’s allegation’. In R v Van Der Zyden [2012]2 Qd R 568, 578-579 [32], Muir JA(with whom the Chief Justice and Margaret Wilson AJA agreed)held",https://www.queenslandjudgments.com.au/case/id/501061,queenslandjudgments
1575,215,[2018]1 Qd R 364,"weight to be attached to it. See R v Collins [2018]1 Qd R 364 for a comprehensive discussion of ss 18, 19, 101, and",https://www.queenslandjudgments.com.au/case/id/512647,queenslandjudgments
1577,215,[1986]2 Qd,below addresses the matters referred to in R v Perera [1986]2 Qd R 431. The last part of the first direction below,https://www.queenslandjudgments.com.au/case/id/502738,queenslandjudgments
1578,215,R 431.,the matters referred to in R v Perera [1986]2 Qd R 431. The last part of the first direction below addresses the,https://www.queenslandjudgments.com.au/case/id/502738,queenslandjudgments
1579,215,[1989]2 Qd R 72.,below addresses the matters referred to in R v Nguyen [1989]2 Qd R 72. Differences in a complainant’s account The Criminal Law (Coercive Control,https://www.queenslandjudgments.com.au/case/id/501598,queenslandjudgments
1589,219,[2015]1 Qd R 165).,case in relation to the other complainant (R v CBM [2015]1 Qd R 165). Markuleski direction Section 132B of the Evidence Act 1977 was,https://www.queenslandjudgments.com.au/case/id/505490,queenslandjudgments
1624,225,[2007]1 Qd R 64).,"confused with proven absence of motive(see also R v Reid [2007]1 Qd R 64). In R v Gaskell [2016]QCA 302, McMurdo JA stated at",https://www.queenslandjudgments.com.au/case/id/502345,queenslandjudgments
1636,227,[1986]1 Qd R,"that could be drawn from the circumstances’(see R v Perera [1986]1 Qd R 211, 217; R v Owen (1991)56 SASR 397, 406); and",https://www.queenslandjudgments.com.au/case/id/511177,queenslandjudgments
1637,227,"211,","drawn from the circumstances’(see R v Perera [1986]1 Qd R 211, 217; R v Owen (1991)56 SASR 397, 406); and 3.",https://www.queenslandjudgments.com.au/case/id/511177,queenslandjudgments
1641,227,"[1997]1 Qd R 373,","innocence, the jury’s duty is to acquit(see R v Holman [1997]1 Qd R 373, 380). The second and third directions above are different ways",https://www.queenslandjudgments.com.au/case/id/507907,queenslandjudgments
1643,227,"[1997]1 Qd R 373,","emphasising, the meaning of ‘beyond reasonable doubt’(see R v Holman [1997]1 Qd R 373, 380). It is not in every circumstantial case that particular",https://www.queenslandjudgments.com.au/case/id/507907,queenslandjudgments
1645,227,"[2023]QCA 243,","beyond reasonable doubt. See Dalton JA in R v Waters [2023]QCA 243, in which her Honour said at [139](quoting Shepherd v The",https://www.queenslandjudgments.com.au/caselaw/qca/2023/243,queenslandjudgments
1651,228,"[1993]1 Qd R 676,","appropriate to give the direction just mentioned(see R v Jones [1993]1 Qd R 676, 680; Shepherd v The Queen (1990)170 CLR 573, 578; [1990]HCA",https://www.queenslandjudgments.com.au/case/id/508298,queenslandjudgments
1667,230,"[1993]2 Qd R 572,","any particular formula’. His Honour referred to R v Zullo [1993]2 Qd R 572, where it was stated at 578 that Domican ‘should not",https://www.queenslandjudgments.com.au/case/id/505298,queenslandjudgments
1677,231,[1979],"consider the accumulation of the evidence’(see also R v Beble [1979] Qd R 278). In the case of visual identification, the",https://www.queenslandjudgments.com.au/case/id/502372,queenslandjudgments
1678,231,Qd R 278).,"the accumulation of the evidence’(see also R v Beble [1979] Qd R 278). In the case of visual identification, the danger is that",https://www.queenslandjudgments.com.au/case/id/502372,queenslandjudgments
1703,232,[2000]QSC 273).,"17; cf Stott (2000)116 A Crim R 15, 19 [17]-[18]; [2000]QSC 273). The case of R v Redshaw [1997]QCA 483 provides an",https://www.queenslandjudgments.com.au/caselaw/qsc/2000/273,queenslandjudgments
1720,233,[2006]QCA 527).,in question (R v Evan (2006)175 A Crim R 1; [2006]QCA 527). See Neville v The Queen (2004)145 A Crim R 108;,https://www.queenslandjudgments.com.au/caselaw/qca/2006/527,queenslandjudgments
1728,234,[1994]1 Qd R 675;,(1992)173 CLR 555; [1992]HCA 13 (see also R v Tyler [1994]1 Qd R 675; R v Negus [1997] QCA 191). Circumstantial evidence of identification,https://www.queenslandjudgments.com.au/case/id/501572,queenslandjudgments
1729,234,[1997],R v Tyler [1994]1 Qd R 675; R v Negus [1997] QCA 191). Circumstantial evidence of identification The need for a,https://www.queenslandjudgments.com.au/caselaw/qca/1997/191,queenslandjudgments
1730,234,QCA 191).,v Tyler [1994]1 Qd R 675; R v Negus [1997] QCA 191). Circumstantial evidence of identification The need for a trial judge,https://www.queenslandjudgments.com.au/caselaw/qca/1997/191,queenslandjudgments
1734,234,[2007]QCA 400,required. Finlay v The Queen (2007)178 A Crim R 373; [2007]QCA 400 is an example of a case where the identification was,https://www.queenslandjudgments.com.au/caselaw/qca/2007/400,queenslandjudgments
1752,240,"[1999]2 Qd R 400,","perpetrator may not always be appropriate. In R v Peel [1999]2 Qd R 400, 411, Williams J held that fingerprint evidence alone(in the circumstances",https://www.queenslandjudgments.com.au/case/id/511149,queenslandjudgments
1754,241,"[1984]2 Qd R 159,","basis for opinions given has been made out(R v Michaux [1984]2 Qd R 159, 164). It is not entitled to reject unchallenged medical evidence",https://www.queenslandjudgments.com.au/case/id/506470,queenslandjudgments
1756,241,[1966]Qd R 301;,where there is no evidence to the contrary(R v Dick [1966]Qd R 301; R v Chester [1982]Qd R 252; R v de Voss,https://www.queenslandjudgments.com.au/case/id/508823,queenslandjudgments
1757,241,[1982]Qd R 252;,the contrary(R v Dick [1966]Qd R 301; R v Chester [1982]Qd R 252; R v de Voss [1995]QCA 518). In R v Gemmill,https://www.queenslandjudgments.com.au/case/id/500019,queenslandjudgments
1758,241,[1995]QCA 518).,"R v Chester [1982]Qd R 252; R v de Voss [1995]QCA 518). In R v Gemmill (2004)8 VR 242; [2004]VSCA 72, it",https://www.queenslandjudgments.com.au/caselaw/qca/1995/518,queenslandjudgments
1787,243,[1988]1 Qd R 252).,"Queen (1988)165 CLR 87, 103; [1988]HCA 39; R v Moore [1988]1 Qd R 252). The jury should be directed about any shortcomings in the",https://www.queenslandjudgments.com.au/case/id/510000,queenslandjudgments
1806,246,[1993]1 Qd R,"558; [1992]HCA 35), indemnified witnesses(see R v Falzon (No 2) [1993]1 Qd R 618), and witnesses who have the benefit of a sentence",https://www.queenslandjudgments.com.au/case/id/507819,queenslandjudgments
1807,246,"618),","indemnified witnesses(see R v Falzon (No 2) [1993]1 Qd R 618), and witnesses who have the benefit of a sentence reduced",https://www.queenslandjudgments.com.au/case/id/507819,queenslandjudgments
1812,246,[2008]QCA,"R v Sinclair (1997)191 LSJS 53; cf R v Hayes [2008]QCA 371, [84]-[100]), it may be appropriate to draw these matters",https://www.queenslandjudgments.com.au/caselaw/qca/2008/371,queenslandjudgments
1813,246,"371,","v Sinclair (1997)191 LSJS 53; cf R v Hayes [2008]QCA 371, [84]-[100]), it may be appropriate to draw these matters to",https://www.queenslandjudgments.com.au/caselaw/qca/2008/371,queenslandjudgments
1835,252,[2019]QCA 191,"For discussions on ‘similar fact’ evidence, see R v McNeish [2019]QCA 191 and R v CBM [2015]1 Qd R 165. See Chapter",https://www.queenslandjudgments.com.au/case/id/512839,queenslandjudgments
1873,260,"[2022]QCA 91,","because it can be easily pretended. In R v SDQ [2022]QCA 91, Sofronoff P pointed out at [29]-[30] that such a direction",https://www.queenslandjudgments.com.au/caselaw/qca/2022/91,queenslandjudgments
1875,260,"[1984]1 Qd R 477,","wrong because the proposition was rejected in R v Roissetter [1984]1 Qd R 477, 482. That part of the direction has since been deleted.",https://www.queenslandjudgments.com.au/case/id/506760,queenslandjudgments
1877,260,"[1984]1 Qd R 477,","a circumstance capable of supporting the Complainant (R v Roissetter [1984]1 Qd R 477, 482(McPherson J); see also R v Williams [2010]1 Qd R",https://www.queenslandjudgments.com.au/case/id/506760,queenslandjudgments
1879,260,[2010]1 Qd R 276).,"Qd R 477, 482(McPherson J); see also R v Williams [2010]1 Qd R 276). In addition, a trial judge may make a comment in",https://www.queenslandjudgments.com.au/case/id/503360,queenslandjudgments
1880,260,"[2003]QCA 435,","if they had been sexually abused. In R v Cotic [2003]QCA 435, the Court of Appeal did not disapprove of a comment",https://www.queenslandjudgments.com.au/caselaw/qca/2003/435,queenslandjudgments
1881,260,"[2017]QCA 11,","or in this particular case.’ See also R v MCJ [2017]QCA 11, [52]. 5.2.3 Suggested Direction [Last reviewed: March 2025] Queensland Supreme",https://www.queenslandjudgments.com.au/caselaw/qca/2017/11,queenslandjudgments
1917,263,[2013]1 Qd R 374;,"of the specific charges before the Court (R v NM [2013]1 Qd R 374; R v PAS [2014]QCA 289; R v KAW [2020]QCA 57,",https://www.queenslandjudgments.com.au/case/id/505615,queenslandjudgments
1921,263,"[2016]QCA 232,","to be a complaint about the charged conduct(R v BCZ [2016]QCA 232, [37]; R v SDL [2021]QCA 14). Section 4A(6)provides that a",https://www.queenslandjudgments.com.au/caselaw/qca/2016/232,queenslandjudgments
1923,263,[2021]QCA 14).,"charged conduct(R v BCZ [2016]QCA 232, [37]; R v SDL [2021]QCA 14). Section 4A(6)provides that a complaint includes a disclosure. A disclosure",https://www.queenslandjudgments.com.au/caselaw/qca/2021/14,queenslandjudgments
1924,263,[2014]QCA 226).,"made by conduct, rather than a verbal statement(R v Foster [2014]QCA 226). In R v AW [2005]QCA 152 at [26], the Court",https://www.queenslandjudgments.com.au/caselaw/qca/2014/226,queenslandjudgments
1925,263,[2005]QCA 152,"verbal statement(R v Foster [2014]QCA 226). In R v AW [2005]QCA 152 at [26], the Court of Appeal held that a disclosure,",https://www.queenslandjudgments.com.au/caselaw/qca/2005/152,queenslandjudgments
1927,263,(2020)3 QR,"police officer at the front desk’. In R v BDI (2020)3 QR 348, 356-361, the Court of Appeal considered the meaning of",https://www.queenslandjudgments.com.au/case/id/512866,queenslandjudgments
1928,263,"348,","at the front desk’. In R v BDI (2020)3 QR 348, 356-361, the Court of Appeal considered the meaning of a",https://www.queenslandjudgments.com.au/case/id/512866,queenslandjudgments
1930,263,[2021]QCA 145,"meaning of a ‘formal witness statement’. In R v Bryce [2021]QCA 145 at [20], it was held that a complaint made after",https://www.queenslandjudgments.com.au/caselaw/qca/2021/145,queenslandjudgments
1933,263,[2012]QCA 49,provided. In R v DBA (2012)219 A Crim R 408; [2012]QCA 49 a complaint about a distinct passage of conduct was held,https://www.queenslandjudgments.com.au/caselaw/qca/2012/49,queenslandjudgments
1934,264,[2021]QCA 247,"5 Directions on Sexual Offences In R v IH [2021]QCA 247 at [33]-[34] and [37], hearsay evidence was held to be",https://www.queenslandjudgments.com.au/caselaw/qca/2021/247,queenslandjudgments
1937,264,"[2000]1 Qd R 546,","purpose. Use of preliminary complaint evidence In R v LSS [2000]1 Qd R 546, [19] Thomas JA said: ‘The limited basis upon which such",https://www.queenslandjudgments.com.au/case/id/506499,queenslandjudgments
1938,264,[2005]1 Qd R 180,"independently prove anything [cf Kilby, 472]’. In R v RH [2005]1 Qd R 180 the Court of Appeal noted(at 184)that ‘[t]he wording of s",https://www.queenslandjudgments.com.au/case/id/504344,queenslandjudgments
1942,264,[2023]QCA 184,description of events which really happened’. In R v VN [2023]QCA 184 at [204] it was observed that the impugned direction on,https://www.queenslandjudgments.com.au/caselaw/qca/2023/184,queenslandjudgments
1943,264,[2012]2 Qd R 568,determination of the issues. In R v Van Der Zyden [2012]2 Qd R 568 the Court of Appeal held that a complainant may give,https://www.queenslandjudgments.com.au/case/id/501061,queenslandjudgments
1948,265,"[2000]1 Qd R 546,","purpose only in relation to those specific counts(R v LSS [2000]1 Qd R 546, [14]). 5.3.3 Suggested Directions [Last reviewed: January 2026] In this",https://www.queenslandjudgments.com.au/case/id/506499,queenslandjudgments
2060,277,[2018]QCA 69).,"CLR 334, 399-400 [172]-[174]; [2008]HCA 16 and R v Douglas [2018]QCA 69). Evidence of statements by the defendant in a pretext telephone",https://www.queenslandjudgments.com.au/case-download/id/306661,queenslandjudgments
2061,277,[2013],sexual conduct towards the complainant(see for example R v IE [2013] QCA 291 and R v BCQ (2013)240 A Crim R,https://www.queenslandjudgments.com.au/case-download/id/82080,queenslandjudgments
2062,277,QCA 291,conduct towards the complainant(see for example R v IE [2013] QCA 291 and R v BCQ (2013)240 A Crim R 153; [2013]QCA,https://www.queenslandjudgments.com.au/case-download/id/82080,queenslandjudgments
2064,277,[2013]QCA 388).,"291 and R v BCQ (2013)240 A Crim R 153; [2013]QCA 388). On one view, it would seem preferable that the jury",https://www.queenslandjudgments.com.au/caselaw/qca/2013/388,queenslandjudgments
2066,277,[2008]QCA,"the defendant was prepared to act (see R v UC [2008]QCA 194, [3]). In cases in this category, the appropriate directions",https://www.queenslandjudgments.com.au/case-download/id/63976,queenslandjudgments
2067,277,"194,","defendant was prepared to act (see R v UC [2008]QCA 194, [3]). In cases in this category, the appropriate directions to",https://www.queenslandjudgments.com.au/case-download/id/63976,queenslandjudgments
2080,278,"[2024]QCA 249,","CLR 334, 499 [503]; [2008]HCA 16). See R v MEJ [2024]QCA 249, [128]-[129] for an example of where a failure to explain",https://www.queenslandjudgments.com.au/caselaw/qca/2024/249,queenslandjudgments
2088,278,"[2003]QCA 285,","fear (R v The Queen (2003)139 A Crim R 371; [2003]QCA 285, [31], [43]-[44], [59]). In cases of that kind, the purpose",https://www.queenslandjudgments.com.au/caselaw/qca/2003/285,queenslandjudgments
2115,279,"[2023]QCA 266,","to consider whether it is true’. In R v LBD [2023]QCA 266, Mullins P(Bond JA and Crow J agreeing)said at [52]: ‘Where",https://www.queenslandjudgments.com.au/caselaw/qca/2023/266,queenslandjudgments
2151,285,"[2003]QCA 435,","wish to compare the directions considered in R v Cotic [2003]QCA 435, which was endorsed by the Court of Appeal decades ago,",https://www.queenslandjudgments.com.au/caselaw/qca/2003/435,queenslandjudgments
2158,286,"[1996]2 Qd R 326,","it is a crime to kill another unlawfully(R v O’Neill [1996]2 Qd R 326, 432(Dowsett J, Pincus JA agreeing at 422)). The position is",https://www.queenslandjudgments.com.au/case/id/507584?mview=%5B1996%5D%202%20qd%20r%20326%7C&u=,queenslandjudgments
2161,286,[1985]1 Qd R 343,"317 of the Criminal Code, considered in R v Leavitt [1985]1 Qd R 343 (discussed in Benchbook Chapter 9.5 Queensland Supreme and District Courts",https://www.queenslandjudgments.com.au/case/id/500750,queenslandjudgments
2162,287,"[1977]Qd R 80,","the circumstances of the case. In Barbeler v The Queen [1977]Qd R 80, 82-83, it was explained that s 4(1)requires proof of three",https://www.queenslandjudgments.com.au/case/id/504799,queenslandjudgments
2180,288,[2007]QCA 301)where,"it(R v De Silva (2007)176 A Crim R 238, 247; [2007]QCA 301)where Jerrard JA additionally observed it is not necessary to establish",https://www.queenslandjudgments.com.au/caselaw/qca/2007/301,queenslandjudgments
2181,288,"[1965]Qd R 86,","v Williams; Ex parte Minister for Justice and Attorney-General (Qld) [1965]Qd R 86, 100 (Stable J, Wanstall J agreeing at 95)). It may",https://www.queenslandjudgments.com.au/case/id/512279,queenslandjudgments
2184,288,"[2007]QCA 209,","which overt act they are satisfied of (R v Lake [2007]QCA 209, [67]). It is unnecessary to prove the offence being attempted",https://www.queenslandjudgments.com.au/caselaw/qca/2007/209,queenslandjudgments
2186,289,"[2006]QCA 206,","of the case. However, cases such as R v David [2006]QCA 206, [42]-[43] and R v Huni [2014]QCA 324, [62]-[63], [71] contain",https://www.queenslandjudgments.com.au/caselaw/qca/2006/206,queenslandjudgments
2188,289,"[2014]QCA 324,","R v David [2006]QCA 206, [42]-[43] and R v Huni [2014]QCA 324, [62]-[63], [71] contain observations implicitly suggesting the following approach is",https://www.queenslandjudgments.com.au/caselaw/qca/2014/324,queenslandjudgments
2209,295,[1995]QCA 506).,"constitutes the offence (R v Gudgeon (1995)133 ALR 379, 389; [1995]QCA 506). 7.2.3 Suggested Direction [Last reviewed: March 2026] The prosecution must",https://www.queenslandjudgments.com.au/caselaw/qca/1995/506,queenslandjudgments
2355,317,[1990]2 Qd R 371).,"which constitute the principal offence(R v Carter; Ex-parte Attorney-General (Qld) [1990]2 Qd R 371). It may be noted, however, that the reasoning of the",https://www.queenslandjudgments.com.au/case/id/507897,queenslandjudgments
2356,317,[1990]2 Qd R 371,"of the majority in R v Carter; Ex-parte Attorney-General (Qld) [1990]2 Qd R 371 was doubted in R v Kirkby [2000]2 Qd R 57,",https://www.queenslandjudgments.com.au/case/id/507897,queenslandjudgments
2357,317,"[2000]2 Qd R 57,","[1990]2 Qd R 371 was doubted in R v Kirkby [2000]2 Qd R 57, 76 [64], 80-81 [80]-[81]. In R v Triffett (1992)1 Tas",https://www.queenslandjudgments.com.au/case/id/504218,queenslandjudgments
2360,317,[1990]2,"J refused to apply R v Carter; Ex-parte Attorney-General (Qld) [1990]2 Qd R 371, and to permit evidence of the conviction",https://www.queenslandjudgments.com.au/case/id/507897,queenslandjudgments
2361,317,"Qd R 371,","refused to apply R v Carter; Ex-parte Attorney-General (Qld) [1990]2 Qd R 371, and to permit evidence of the conviction of the other",https://www.queenslandjudgments.com.au/case/id/507897,queenslandjudgments
