link_id,page_no,link_text,surrounding_text,link_destination,link_domain,jade_link,match_score,potential_jade_link_text,potential_jade_link,link_text_match
2843,414,Section 246–Assaults,2026] Criminal Code Section 335–Common assault Section 245–Definition of ‘assault’ Section 246–Assaults unlawful 10.1.2 Commentary [Last reviewed: January 2026] The offence in, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.284585,Code(WA)., https://jade.io/article/679228 ,No Match
3591,622,Section 227B–Distributing,"s 227B 11.30.1 Legislation [Last reviewed: January 2025] Criminal Code Section 227B–Distributing prohibited visual recordings Section 207A–Definition of ‘distribute’,‘prohibited visual recording’ and–relevant", https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.284722,"(Qld),", https://jade.io/article/353262 ,No Match
3302,545,Section 219–Taking,Section 215– Engaging in penile intercourse with child under 16 Section 219–Taking child immoral purposes Section 229– Knowledge of age immaterial 11.14.2, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.285714,Penal-, https://jade.io/article/352736 ,No Match
1953,268,Section 103ZZ,Direction about lack of complaint or delay in making complaint. Section 103ZZ - Direction on lack of complaint or delay in making, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1977-047 ,qld,,0.287037,(2014) 86 NSWLR 623, https://jade.io/article/339224 ,No Match
3358,562,Section 210(1)(b)–Indecent,s 210(1)(b) 11.17.1 Legislation [Last reviewed: June 2025] Criminal Code Section 210(1)(b)–Indecent treatment of children under 16 Section 229–Knowledge of age immaterial, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.288889,(Qld), https://jade.io/article/352736 ,No Match
3379,567,Section 636–Evidence,of the mind Section 222–Incest Section 229–Knowledge of age immaterial Section 636–Evidence of blood relationship 11.18.2 Commentary [Last reviewed: June 2025] The, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.288973,(Qld), https://jade.io/article/352736 ,No Match
3818,683,Section 359D–,"What is immaterial for unlawful stalking, intimidation, harassment or abuse Section 359D– Particular conduct which is not unlawful stalking, intimidation, harassment or", https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.289017,Domestic and Family Violence Protection (Combating Coercive Control) And Other Legislation Amendment, https://jade.io/article/966844 ,No Match
3688,641,Section 208–Unlawful,at 2 July 1989 Section 208–as at 18 January 1991 Section 208–Unlawful anal intercourse as at 30 June 1997 Section 208–Unlawful sodomy, https://www.legislation.qld.gov.au/view/html/1997-06-30/act-1899-009 ,qld,,0.290909,"Acts Interpretation Act 1954,", https://jade.io/article/529695 ,No Match
3719,653,Section 208–Unlawful,at 2 July 1989 Section 208–as at 18 January 1991 Section 208–Unlawful anal intercourse as at 30 June 1997 Section 208–Unlawful sodomy, https://www.legislation.qld.gov.au/view/html/1997-06-30/act-1899-009 ,qld,,0.290909,"Acts Interpretation Act 1954,", https://jade.io/article/529695 ,No Match
4194,779,Section 29–Immature,s 29 17.1.1 Legislation [Last reviewed: April 2026] Criminal Code Section 29–Immature age 17.1.2 Commentary [Last reviewed: April 2026] Section 29(1)of the, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.291339,Animal Care and Protection Act, https://jade.io/article/366365 ,No Match
3070,477,Section 348,Legislation [Last reviewed: January 2026] Criminal Code Section 349 –Rape Section 348 – Meaning of consent (offences committed partly or wholly on, https://www.legislation.qld.gov.au/view/html/inforce/2024-08-30/act-1899-009 ,qld,,0.291498,"1986 (NSW),", https://jade.io/article/275297 ,No Match
3208,504,Section 228F–Excluding,Section 207A–Definitions for Chapter 22. Section 228E–Defences for ss 228A-228DC Section 228F–Excluding non-essential persons from court when child exploitation material displayed. Section, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.291525,Penalties and Sentences Act 1992, https://jade.io/article/352736 ,No Match
3188,498,Section 207A–Definitions,Code Section 228A–Involving a child in making child exploitation material. Section 207A–Definitions for Chapter 22. Section 228E–Defences for ss 228A-228DC. Section 228F–Excluding, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.291815,Acts Interpretation Act 1954, https://jade.io/article/529695 ,No Match
1509,206,Section 15A–Questioning,(Qld) Section 15–Questioning a person charged in a criminal proceeding Section 15A–Questioning of witness as to certain convictions Section 16–Witness may be, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1977-047 ,qld,,0.292683,Act 1977), https://jade.io/article/353262 ,No Match
3176,493,Section 229–Knowledge,child under 16 Section 6–Meaning of engage in penile intercourse Section 229–Knowledge of age immaterial Section 745 – Application of former s, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.29434,Penalties and Sentences Act 1992, https://jade.io/article/352736 ,No Match
3436,581,Section 636–Evidence,children under 16 Section 225–Repealed. Section 229–Knowledge of age immaterial Section 636–Evidence of blood relationship 11.21.2 Commentary [Last reviewed: June 2025] The, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.29434,Penalties and Sentences Act, https://jade.io/article/352736 ,No Match
1844,257,Section 103ZT–Direction,Section 103ZS–Direction about circumstances in which non-consensual sexual activity occurs Section 103ZT–Direction about responses to non-consensual sexual activity Section 103ZU–Direction on lack, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1977-047 ,qld,,0.296029,Act 1977, https://jade.io/article/353262 ,No Match
3395,572,Section 210(1)(d)–Indecent,s 210(1)(d) 11.19.1 Legislation [Last reviewed: June 2025] Criminal Code Section 210(1)(d)–Indecent treatment of children under 16 Section 229–Knowledge of age immaterial, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.296296,(Qld), https://jade.io/article/352736 ,No Match
3689,641,Section 208–Unlawful,1991 Section 208–Unlawful anal intercourse as at 30 June 1997 Section 208–Unlawful sodomy as at 30 November 2008 Section 208–Unlawful sodomy as, https://www.legislation.qld.gov.au/view/html/2008-11-30/act-1899-009 ,qld,,0.29703,735, https://jade.io/article/554716/section/3295 ,No Match
3720,653,Section 208–Unlawful,1991 Section 208–Unlawful anal intercourse as at 30 June 1997 Section 208–Unlawful sodomy as at 30 November 2008 Section 208–Unlawful sodomy as, https://www.legislation.qld.gov.au/view/html/2008-11-30/act-1899-009 ,qld,,0.29703,735, https://jade.io/article/554716/section/3295 ,No Match
4726,862,Section 245–Definition,reviewed: August 2025] Criminal Code Section 271–Self-defence against unprovoked assault Section 245–Definition of assault 17.20.2 Commentary [Last reviewed: August 2025] See also, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.297101,337)., https://jade.io/article/68101/section/141046 ,No Match
3432,581,Section 1–Definitions,s 210(1)(f) 11.21.1 Legislation [Last reviewed: June 2025] Criminal Code Section 1–Definitions Section 210 –Indecent treatment of children under 16 Section 225–Repealed., https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.297398,(Qld), https://jade.io/article/352736 ,No Match
3623,628,Section 223–Distributing,s 223 11.31.1 Legislation [Last reviewed: January 2025] Criminal Code Section 223–Distributing intimate images Section 207A–Definition of ‘distribute’ and ‘intimate image’ Section, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.297872,"(Qld),", https://jade.io/article/1067156 ,No Match
3221,509,Section 228E,child exploitation material Section 207A - Definitions for Chapter 22 Section 228E - Defences for ss 228A-228DC Section 228F - Excluding non-essential, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.299145,Penalties and Sentences, https://jade.io/article/352736 ,No Match
3378,567,Section 229–Knowledge,of persons with an impairments of the mind Section 222–Incest Section 229–Knowledge of age immaterial Section 636–Evidence of blood relationship 11.18.2 Commentary, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.299145,(Qld), https://jade.io/article/352736 ,No Match
3223,509,Section 228G,Excluding non-essential persons from court when child exploitation material displayed Section 228G - Forfeiture of child exploitation material etc. Section 228H -, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.300813,Penalties and Sentences, https://jade.io/article/352736 ,No Match
3532,609,Section 227A,s 227A(1) 11.28.1 Legislation [Last reviewed: April 2025] Criminal Code Section 227A – Observations or Recordings in Breach of Privacy Section 207A, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.301724,3, https://jade.io/article/353262/section/187129 ,No Match
3435,581,Section 229–Knowledge,Section 210 –Indecent treatment of children under 16 Section 225–Repealed. Section 229–Knowledge of age immaterial Section 636–Evidence of blood relationship 11.21.2 Commentary, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.302326,1992 (Qld), https://jade.io/article/352736 ,No Match
3508,601,Section 636,Definition of adult Section 6 - Definition of penile intercourse Section 636 - Evidence of blood relationship 11.27.2 Commentary [Last reviewed: October, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.303502,Justice and Other Legislation, https://jade.io/article/345101 ,No Match
3533,609,Section 207A,"Section 227A – Observations or Recordings in Breach of Privacy Section 207A – Definition of ‘observe’,‘visually record’,‘private place’,‘private act’ and ‘state of", https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.305296,Criminal Law (Coercive Control and Affirmative Consent) and Other Legislation Amendment, https://jade.io/article/1067156 ,No Match
1849,257,Section 103ZY–Direction,Section 103ZX–Direction on mistake of fact in relation to consent Section 103ZY–Direction on differences in complainant’s account Section 103ZZ–Direction on lack of, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1977-047 ,qld,,0.306569,2024(Qld), https://jade.io/article/1067156 ,No Match
2353,317,Section 544–,the fact Section 307– Accessory after the fact to murder Section 544– Accessories after the fact to offences Section 545– Punishment of, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.309013,(1986)27 A Crim R 32);, https://jade.io/citation/2315978 ,No Match
3564,616,Section 207A–definitions,Section 227A – Observations or Recordings in Breach of Privacy Section 207A–definitions for this chapter Section 227C –Prescribes circumstances where a person, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.309278,"Affirmative Consent) and Other Legislation Amendment Act 2024(Qld),", https://jade.io/article/1067156 ,No Match
3174,493,Section 215–Engaging,August 2023) 11.6.1 Legislation [Last reviewed: December 2024] Criminal Code Section 215–Engaging in penile intercourse with child under 16 Section 6–Meaning of, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.309353,Sentences Act 1992, https://jade.io/article/352736 ,No Match
3374,567,Section 24–Mistake,s 210(1)(c) 11.18.1 Legislation [Last reviewed: June 2025] Criminal Code Section 24–Mistake of fact Section 210 –Indecent treatment of children under 16, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.309524,(Qld), https://jade.io/article/352736 ,No Match
4184,778,Section 242–,s 242 16.3.1 Legislation [Last reviewed: February 2025] Criminal Code Section 242– Serious animal cruelty 16.3.2 Commentary [Last reviewed: February 2025] The, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.310345,4, https://jade.io/article/366365/section/101 ,No Match
3692,641,Section 11–Effect,April 2013 Section 208–Unlawful sodomy as at 22 September 2016 Section 11–Effect of changes in law(current) Section 229–Knowledge of Age Immaterial(current) Section, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.310757,"Acts Interpretation Act 1954,", https://jade.io/article/529695 ,No Match
3723,653,Section 11–Effect,April 2013 Section 208–Unlawful sodomy as at 22 September 2016 Section 11–Effect of changes in law(current) Section 229–Knowledge of Age Immaterial(current) Section, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.310757,"Acts Interpretation Act 1954,", https://jade.io/article/529695 ,No Match
1847,257,Section 103ZW–Direction,violence or threats Section 103ZV–Direction on responses to giving evidence Section 103ZW–Direction on behaviour and appearance of complainant Section 103ZX–Direction on mistake, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1977-047 ,qld,,0.3125,Evidence Act, https://jade.io/article/353262 ,No Match
3162,488,Section 215,appointed by foreign authority to take evidence and administer oaths Section 215 - Engaging in penile intercourse with child under 16 Section, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.313043,161Q, https://jade.io/article/352736/section/443071 ,No Match
2157,286,Section 535–Attempt,reviewed: March 2026] Criminal Code Section 4–Attempts to commit offences Section 535–Attempt to commit indictable offences 7.1.2 Commentary [Last reviewed: March 2026], https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.313253,"3,", https://jade.io/article/353262/section/51 ,Match
3115,483,Section 352–Sexual,Sexual Assault 11.4.1 Legislation [Last reviewed: January 2026] Criminal Code Section 352–Sexual assaults Section 245–Definition of ‘assault’ Section 347–Definitions for ch 32(assault), https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.313993,13–Replacement, https://jade.io/article/1067156/section/704 ,No Match
2156,286,Section 4–Attempts,7.1 Attempts 7.1.1 Legislation [Last reviewed: March 2026] Criminal Code Section 4–Attempts to commit offences Section 535–Attempt to commit indictable offences 7.1.2, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.315789,"3,", https://jade.io/article/353262/section/51 ,No Match
3164,488,Section 229,Section 216–Abuse of persons with an impairment of the mind Section 229 - Knowledge of age immaterial Section 745 - Application of, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.316206,Penalties and Sentences Act 1992, https://jade.io/article/352736 ,No Match
3592,622,Section 207A–Definition,"reviewed: January 2025] Criminal Code Section 227B–Distributing prohibited visual recordings Section 207A–Definition of ‘distribute’,‘prohibited visual recording’ and–relevant to that definition–the terms ‘visually", https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.316667,Criminal Law (Coercive Control and Affirmative Consent) and Other, https://jade.io/article/1067156 ,No Match
1952,268,Section 103ZD,"Prohibited directions, etc. in relation to credibility of complainant’s evidence Section 103ZD - Direction about lack of complaint or delay in making", https://www.legislation.qld.gov.au/view/html/inforce/current/act-1977-047 ,qld,,0.32,Evidence Act 1977, https://jade.io/article/353262 ,No Match
3450,585,Section 217–Procuring,August 2023) 11.22.1 Legislation [Last reviewed: December 2024] Criminal Code Section 217–Procuring young person etc. for penile intercourse Section 1–Definition of person, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.32,(Qld), https://jade.io/article/352736 ,No Match
3884,703,Section 411–Punishment,Criminal Code Section 391–Punishment of stealing Section 409–Definition of robbery Section 411–Punishment of robbery 13.5.2 Commentary [Last reviewed: February 2025] The defendant, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.32,(Qld), https://jade.io/article/352736 ,No Match
2842,414,Section 245–Definition,Legislation [Last reviewed: January 2026] Criminal Code Section 335–Common assault Section 245–Definition of ‘assault’ Section 246–Assaults unlawful 10.1.2 Commentary [Last reviewed: January, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.320896,Code(WA)., https://jade.io/article/679228 ,No Match
3175,493,Section 6–Meaning,Code Section 215–Engaging in penile intercourse with child under 16 Section 6–Meaning of engage in penile intercourse Section 229–Knowledge of age immaterial, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.321429,Penalties and Sentences Act 1992, https://jade.io/article/352736 ,No Match
3975,730,Section 129–Evidentiary,Misuse Act 1986 (Qld) Section 9–Possessing dangerous drugs Section 4–Definitions Section 129–Evidentiary provisions 14.1.2 Commentary [Last reviewed: December 2024] The defendant must, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1986-036 ,qld,,0.321569,226), https://jade.io/citation/437352/section/140091 ,No Match
3166,488,Section 756,age immaterial Section 745 - Application of former s 215 Section 756 - Offences charged before or after the commencement of the, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.321739,1, https://jade.io/article/352736/section/230223 ,No Match
3691,641,Section 208–Unlawful,November 2008 Section 208–Unlawful sodomy as at 28 April 2013 Section 208–Unlawful sodomy as at 22 September 2016 Section 11–Effect of changes, https://www.legislation.qld.gov.au/view/html/2016-09-22/act-1899-009 ,qld,,0.321739,2016 (Qld), https://jade.io/article/496480 ,No Match
3722,653,Section 208–Unlawful,November 2008 Section 208–Unlawful sodomy as at 28 April 2013 Section 208–Unlawful sodomy as at 22 September 2016 Section 11–Effect of changes, https://www.legislation.qld.gov.au/view/html/2016-09-22/act-1899-009 ,qld,,0.321739,2016 (Qld), https://jade.io/article/496480 ,No Match
4086,745,Section 145B–Evidence,to 144 do not apply to certain types of custody Section 145B–Evidence of lawful custody 15.4.2 Commentary [Last reviewed: January 2025] The, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.322314,(1996)86 A Crim R 542., https://jade.io/citation/2309967 ,No Match
3107,481,Section 347,tober 2000) 11.3.1 Legislation [Last reviewed: March 2025] Criminal Code Section 347 - Rape 11.3.2 Commentary [Last reviewed: March 2025] The definition, https://www.legislation.qld.gov.au/view/html/inforce/2000-09-28/act-1899-009 ,qld,,0.323144,Amendment Act, https://jade.io/article/345364 ,No Match
3319,547,Section 1,years or parent or carer of child under 16 years Section 1 - Definition of ‘indecent matter’ 11.15.2 Commentary [Last reviewed: October, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.324324,161Q, https://jade.io/article/352736/section/443071 ,No Match
1568,215,Section 19–Witness,own witness Section 18–Proof of previous inconsistent statement of witness Section 19–Witness may be cross-examined as to written statement without being shown, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1977-047 ,qld,,0.32491,Evidence Act 1977., https://jade.io/article/353262 ,No Match
3815,683,Section 359A–,"August 2023) 12.7.1 Legislation [Last reviewed: October 2025] Criminal Code Section 359A– Definitions for unlawful stalking Section 359B– What is unlawful stalking,", https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.32491,2023(Qld), https://jade.io/article/966844 ,No Match
2969,443,Section 315A,"s 315A 10.8.1 Legislation [Last reviewed: February 2025] Criminal Code Section 315A - Choking, suffocation or strangulation in a domestic setting 10.8.2", https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.325,2012(Qld)., https://jade.io/article/286296 ,No Match
3300,545,Section 210–,s 219 11.14.1 Legislation [Last reviewed: January 2025] Criminal Code Section 210– Indecent treatment of children under 16 Section 215– Engaging in, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.325792,161Q, https://jade.io/article/352736/section/443071 ,No Match
2841,414,Section 335–Common,s 335 10.1.1 Legislation [Last reviewed: January 2026] Criminal Code Section 335–Common assault Section 245–Definition of ‘assault’ Section 246–Assaults unlawful 10.1.2 Commentary, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.326848,Code(WA)., https://jade.io/article/679228 ,No Match
3377,567,Section 222–Incest,Section 216–Abuse of persons with an impairments of the mind Section 222–Incest Section 229–Knowledge of age immaterial Section 636–Evidence of blood relationship, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.327869,1992 (Qld), https://jade.io/article/352736 ,No Match
2510,337,Section 348A–Mistake,Section 348AA – Circumstances in which there is no consent Section 348A–Mistake of fact in relation to consent Section 348B–Cognitive impairment Section, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.328358,Criminal Law, https://jade.io/article/1067156 ,No Match
3163,488,Section 216–Abuse,215 - Engaging in penile intercourse with child under 16 Section 216–Abuse of persons with an impairment of the mind Section 229, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,https://jade.io/article/352736/section/6030,0.329004,1, https://jade.io/article/352736/section/230223 ,Match
3069,477,Section 349,September 2024 11.2.1 Legislation [Last reviewed: January 2026] Criminal Code Section 349 –Rape Section 348 – Meaning of consent (offences committed partly, https://www.legislation.qld.gov.au/view/html/inforce/2024-08-30/act-1899-009 ,qld,,0.329502,The Criminal, https://jade.io/article/679228 ,No Match
3023,463,Section 328A–Dangerous,Motor Vehicle 10.16.1 Legislation [Last reviewed: March 2025] Criminal Code Section 328A–Dangerous operation of a vehicle 10.16.2 Commentary [Last reviewed: March 2025], https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.329588,HCA 24)., https://jade.io/article/267005 ,No Match
178,27,Section 69A–Inquiries,Section 51–Jury to be informed of charge in criminal trial Section 69A–Inquiries by juror about accused prohibited 2.2.2 Commentary [Last reviewed: May, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1995-042 ,qld,,0.330275,Jury Act, https://jade.io/article/352986 ,No Match
3072,477,Section 348AA,committed partly or wholly on or before 23 September 2024) Section 348AA – Circumstances in which there is no consent(offences committed wholly, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.330645,(Qld), https://jade.io/article/1067156 ,No Match
3624,628,Section 207A–Definition,[Last reviewed: January 2025] Criminal Code Section 223–Distributing intimate images Section 207A–Definition of ‘distribute’ and ‘intimate image’ Section 227C –Persons who are, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.331169,"Affirmative Consent) and Other Legislation Amendment Act 2024(Qld),", https://jade.io/article/1067156 ,No Match
2428,327,Section 348,2026] Criminal Code Section 347 – Definitions for ch 32 Section 348 – Meaning of consent Section 348A – Mistake of fact, https://www.legislation.qld.gov.au/view/html/2024-09-22/act-1899-009 ,qld,,0.331754,and, https://jade.io/article/1067156 ,No Match
3750,665,Section 363A–Abduction,s 363A 12.1.1 Legislation [Last reviewed: October 2025] Criminal Code Section 363A–Abduction of child under 16 12.1.2 Commentary [Last reviewed: October 2025], https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.331984,281-282)., https://jade.io/citation/2697869/section/4613 ,No Match
1893,262,Section 632,offences and domestic violence offences charged before commencement. Criminal Code Section 632 – Corroboration. 5.3.2 Commentary [Last reviewed: January 2026] Legislative overview, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.332016,Act 1977., https://jade.io/article/353262 ,No Match
3534,609,Section 227C–Persons,"Definition of ‘observe’,‘visually record’,‘private place’,‘private act’ and ‘state of undress’ Section 227C–Persons who are not criminally responsible for offences against ss 223,", https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.332046,"(Qld),", https://jade.io/article/353262 ,No Match
3883,703,Section 409–Definition,[Last reviewed: February 2025] Criminal Code Section 391–Punishment of stealing Section 409–Definition of robbery Section 411–Punishment of robbery 13.5.2 Commentary [Last reviewed:, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.33213,(Qld), https://jade.io/article/352736 ,No Match
3505,601,Section 222,11.27 Incest 11.27.1 Legislation [Last reviewed: October 2024] Criminal Code Section 222 - Incest Section 1 - Definition of adult Section 6, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.333333,Acts Interpretation Act 1954., https://jade.io/article/529695 ,No Match
2513,337,Section,consent Section 348B–Cognitive impairment Section 348C – Mental health impairment Section 590BA – Advance notice of intention to rely on expert, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.334802,Evidence Act 1977 (Qld), https://jade.io/article/353262 ,No Match
2126,282,Section 103Z–Content,alone Section 103Y–No limit of court’s duty to direct jury Section 103Z–Content of general direction about domestic violence Section 103ZA–Direction about self-defence, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1977-047 ,qld,,0.335938,Evidence Act, https://jade.io/article/353262 ,No Match
4725,862,Section 271–Self-defence,s 271(2) 17.20.1 Legislation [Last reviewed: August 2025] Criminal Code Section 271–Self-defence against unprovoked assault Section 245–Definition of assault 17.20.2 Commentary [Last, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.336918,337)., https://jade.io/article/68101/section/141046 ,No Match
3271,525,Section 216,August 2023) 11.12.1 Legislation [Last reviewed: October 2024] Criminal Code Section 216 - Abuse of persons with an impairment of the mind(version, https://www.legislation.qld.gov.au/view/html/inforce/2023-03-22/act-1899-009 ,qld,,0.337449,2016 (Qld)., https://jade.io/article/496480 ,No Match
2511,337,Section 348B–Cognitive,no consent Section 348A–Mistake of fact in relation to consent Section 348B–Cognitive impairment Section 348C – Mental health impairment Section 590BA –, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.340426,Evidence Act 1977 (Qld), https://jade.io/article/353262 ,No Match
2509,337,Section,Code Section 347 – Definitions for ch 32 Section 348–Consent Section 348AA – Circumstances in which there is no consent Section, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.341232,Evidence Act 1977 (Qld), https://jade.io/article/353262 ,No Match
2130,282,Section 103ZD,"how a person addresses, responds to or avoids domestic violence Section 103ZD – Direction about lack of complaint or delay in making", https://www.legislation.qld.gov.au/view/html/inforce/current/act-1977-047 ,qld,,0.342007,Domestic and Family Violence Protection (Combating Coercive Control) and Other Legislation Amendment, https://jade.io/article/966844 ,No Match
1954,268,Section 632,lack of complaint or delay in making complaint. Criminal Code Section 632 – Corroboration 5.4.2 Commentary [Last reviewed: March 2025] The requirement, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.342105,Evidence Act, https://jade.io/article/353262 ,No Match
2512,337,Section,348A–Mistake of fact in relation to consent Section 348B–Cognitive impairment Section 348C – Mental health impairment Section 590BA – Advance notice, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.342205,Control and Affirmative Consent) and, https://jade.io/article/1067156 ,No Match
3360,562,Section 636–Evidence,treatment of children under 16 Section 229–Knowledge of age immaterial Section 636–Evidence of blood relationship 11.17.2 Commentary [Last reviewed: June 2025] The, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.342205,(Qld), https://jade.io/article/352736 ,No Match
3397,572,Section 636–Evidence,treatment of children under 16 Section 229–Knowledge of age immaterial Section 636–Evidence of blood relationship 11.19.2 Commentary [Last reviewed: June 2025] The, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.342205,(Qld), https://jade.io/article/352736 ,No Match
2507,337,Section,September 2024 8.4.1 Legislation [Last reviewed: May 2026] Criminal Code Section 347 – Definitions for ch 32 Section 348–Consent Section 348AA, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.343096,Law, https://jade.io/article/1067156 ,No Match
3758,668,Section 22–Ignorance,12.2.1 Legislation [Last reviewed: April 2025] Criminal Code Section 363–Child-stealing Section 22–Ignorance of the law—bona fide claim of right Section 391– Definition, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.343284,1935(SA))stated, https://jade.io/article/511278 ,No Match
3339,557,Section 210–Indecent,Indecent dealing 11.16.1 Legislation [Last reviewed: June 2025] Criminal Code Section 210–Indecent treatment of children under 16 Section 229–Knowledge of age immaterial, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.344322,1992 (Qld), https://jade.io/article/352736 ,No Match
4649,839,Section 22,17.15.1 Legislation [Last reviewed: April 2026] Criminal Code Section 1–Definitions Section 22 –Ignorance of the law—bona fide claim of right Section 275–Defence, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.344322,"BPR 14,816.", https://jade.io/citation/2735731 ,No Match
