link_id,page_no,link_text,surrounding_text,link_destination,link_domain,jade_link
1273,177,[2022]QCA 199,"651; [1989]HCA 55). For pre-text calls, see R v Han [2022]QCA 199 in which the Court of Appeal dealt with and dismissed",https://www.queenslandjudgments.com.au/caselaw/qca/2022/199,queenslandjudgments,NA: QR
1274,177,"[2019]3 Qd R 496,","place before the jury. See, for example, R v Ferri [2019]3 Qd R 496, especially at [37] and [47]. At[47], Sofronoff P said: ‘If",https://www.queenslandjudgments.com.au/case/id/512792,queenslandjudgments,NA: QR
1275,177,[37],"example, R v Ferri [2019]3 Qd R 496, especially at [37] and [47]. At[47], Sofronoff P said: ‘If the Crown wishes",https://jade.io/article/642125/section/140276,jade,NA: JADE
1276,177,[47].,"v Ferri [2019]3 Qd R 496, especially at [37] and [47]. At[47], Sofronoff P said: ‘If the Crown wishes to tender",https://jade.io/article/642125/section/777,jade,NA: JADE
1277,177,[2020]QCA 265).,a reasonable doubt about a defendant’s guilt(see R v Spencer [2020]QCA 265). See also R v Rose [2021]QCA 262 which discussed the,https://www.queenslandjudgments.com.au/caselaw/qca/2020/265,queenslandjudgments,NA: QR
1281,178,[51]).,"contained in a record of interview(R v Rose [2021]QCA 262, [51]). See also R v Aziz [1996]AC 41; cf Callaghan v",https://jade.io/article/867485/section/140879,jade,NA: JADE
1282,178,[1996]AC 41;,"v Rose [2021]QCA 262, [51]). See also R v Aziz [1996]AC 41; cf Callaghan v The Queen [1994]2 Qd R 300; Griffiths",https://www.iclr.co.uk/document/1991003518/casereport_82312/html,iclr,NA: ICLR
1283,178,[1994]2 Qd R 300;,"R v Aziz [1996]AC 41; cf Callaghan v The Queen [1994]2 Qd R 300; Griffiths v The Queen (1994) 69 ALJR 77, 81; [1994]HCA",https://www.queenslandjudgments.com.au/case/id/503676,queenslandjudgments,NA: QR
1284,178,-1994,"The Queen [1994]2 Qd R 300; Griffiths v The Queen (1994) 69 ALJR 77, 81; [1994]HCA 55 about the use to",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1994389304&pubNum=5147&originatingDoc=I152ad26087ad11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=e078e191ebd948efa36141ea50e58555&contextData=(sc.DocLink)&comp=wlau,thomsonreuters,NA: thomsonreuters
1286,178,81;,"R 300; Griffiths v The Queen (1994) 69 ALJR 77, 81; [1994]HCA 55 about the use to which exculpatory statements may",https://jade.io/article/67861/section/139986,jade,NA: JADE
1287,178,[1994]HCA 55,"300; Griffiths v The Queen (1994) 69 ALJR 77, 81; [1994]HCA 55 about the use to which exculpatory statements may be put.",https://jade.io/article/67861,jade,NA: JADE
1292,178,[78]).,will depend upon all of the circumstances of the case(at [78]). • Whether the direction ought to also refer to the,https://jade.io/article/66526/section/1016,jade,NA: JADE
1293,178,"(2020)269 CLR 299,","explained by the High Court in Nguyen v The Queen (2020)269 CLR 299, 311 [24]; [2020]HCA 23, [24]: ‘Howsoever mixed statements come to",https://anzlaw.thomsonreuters.com/Document/I9469375022d311ec8704d31e00020c11/View/FullText.html?transitionType=UniqueDocItem&contextData=(sc.UserEnteredCitation)&userEnteredCitation=Nguyen+v+The+Queen+(2020)+269+CLR+299&comp=wlau,thomsonreuters,NA: thomsonreuters
1294,178,311,"High Court in Nguyen v The Queen (2020)269 CLR 299, 311 [24]; [2020]HCA 23, [24]: ‘Howsoever mixed statements come to be",https://jade.io/article/754178/section/140603,jade,NA: JADE
1296,178,"[2020]HCA 23,","in Nguyen v The Queen (2020)269 CLR 299, 311 [24]; [2020]HCA 23, [24]: ‘Howsoever mixed statements come to be admitted into evidence",https://www.hcourt.gov.au/sites/default/files/eresources/2020/HCA/23.pdf,hcourt,https://jade.io/article/754178
1298,179,[2013]QCA 291,sexual conduct towards the complainant(see for example R v IE [2013]QCA 291 and R v BCQ (2013)240 A Crim R 153; [2013]QCA,https://www.queenslandjudgments.com.au/case-download/id/82080,queenslandjudgments,NA: QR
1299,179,(2013)240 A Crim R 153;,example R v IE [2013]QCA 291 and R v BCQ (2013)240 A Crim R 153; [2013]QCA 388). See Benchbook Chapter 5.5. Uncorroborated confessional statements An,https://anzlaw.thomsonreuters.com/Document/I48025d2088b611e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,NA: thomsonreuters
1300,179,[2013]QCA 388).,291 and R v BCQ (2013)240 A Crim R 153; [2013]QCA 388). See Benchbook Chapter 5.5. Uncorroborated confessional statements An interview containing,https://www.queenslandjudgments.com.au/caselaw/qca/2013/388,queenslandjudgments,NA: QR
1301,179,(1991)171 CLR 468;,"not been recorded or signed. In McKinney v The Queen (1991)171 CLR 468; [1991]HCA 6, the majority laid down a ‘rule of practice",https://anzlaw.thomsonreuters.com/Document/I92d9e79087b311e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,NA: thomsonreuters
1302,179,"[1991]HCA 6,","or signed. In McKinney v The Queen (1991)171 CLR 468; [1991]HCA 6, the majority laid down a ‘rule of practice of general",https://jade.io/article/67664,jade,NA: JADE
1303,179,476)and,judgment sets out the required contents of such a direction(at 476)and emphasises that it should not include any suggestion that the,https://jade.io/article/67664/section/140605,jade,NA: JADE
1304,179,"(1993)66 A Crim R 327,","about their conduct at all(at 477). In R v Derbas (1993)66 A Crim R 327, 336, Hunt CJ at CL suggested that it is proper",https://anzlaw.thomsonreuters.com/Document/I6d307040881211e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,NA: thomsonreuters
1305,179,"336,","477). In R v Derbas (1993)66 A Crim R 327, 336, Hunt CJ at CL suggested that it is proper to",https://jade.io/citation/2701062/section/140110,jade,NA: JADE
1307,180,"(1993)179 CLR 44,","in failing to record conversations. In Black v The Queen (1993)179 CLR 44, 54; [1993]HCA 71, the High Court held that the jury",https://anzlaw.thomsonreuters.com/Document/I9e7e1d7087ac11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,NA: thomsonreuters
1308,180,54;,"record conversations. In Black v The Queen (1993)179 CLR 44, 54; [1993]HCA 71, the High Court held that the jury should",https://jade.io/article/67805/section/140278,jade,NA: JADE
1310,180,(1992)174 CLR 558;,"a confessional statement by a fellow prisoner(Pollitt v The Queen (1992)174 CLR 558; [1992]HCA 35). However, having regard to s 632(2)of the Code,",https://anzlaw.thomsonreuters.com/Document/I034c0b0087ac11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,NA: thomsonreuters
1311,180,[1992]HCA 35).,"by a fellow prisoner(Pollitt v The Queen (1992)174 CLR 558; [1992]HCA 35). However, having regard to s 632(2)of the Code, the direction",https://jade.io/article/67696,jade,NA: JADE
1312,180,(1999)197 CLR 162;,particular witness: see s 632(2)Code and Robinson v The Queen (1999)197 CLR 162; [1999]HCA 42. Any warning about the evidence of a prison,https://anzlaw.thomsonreuters.com/Document/Ie24417a087af11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,NA: thomsonreuters
1313,180,[1999]HCA 42.,s 632(2)Code and Robinson v The Queen (1999)197 CLR 162; [1999]HCA 42. Any warning about the evidence of a prison informant should,https://www.hcourt.gov.au/sites/default/files/eresources/2025-10-30/HCA/Robinson%20v%20The%20Queen%20%28B59-1998%29%20%5B1999%5D%20HCA%2042.pdf,hcourt,https://jade.io/article/68143
1314,180,"558,","evidence implicating the defendant in the crime itself (Pollitt at 558, 588, 601, 606; R v Clough (1992)28 NSWLR 396, 405).",https://jade.io/article/68143/section/140465,jade,NA: JADE
1315,180,"588,","implicating the defendant in the crime itself (Pollitt at 558, 588, 601, 606; R v Clough (1992)28 NSWLR 396, 405). That",https://jade.io/article/68143/section/140132,jade,NA: JADE
1316,180,"601,","the defendant in the crime itself (Pollitt at 558, 588, 601, 606; R v Clough (1992)28 NSWLR 396, 405). That is",https://jade.io/article/68143/section/140621,jade,NA: JADE
1317,180,606;,"defendant in the crime itself (Pollitt at 558, 588, 601, 606; R v Clough (1992)28 NSWLR 396, 405). That is because",https://jade.io/article/68143/section/140883,jade,NA: JADE
1318,180,"(1992)28 NSWLR 396,","itself (Pollitt at 558, 588, 601, 606; R v Clough (1992)28 NSWLR 396, 405). That is because prison informer evidence is almost always",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1992357930&pubNum=5138&originatingDoc=I08fca300881711e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=b615a3b7abf44d03814c2426a38bfad7&contextData=(sc.Default)&comp=wlau,thomsonreuters,NA: thomsonreuters
1319,180,405).,"558, 588, 601, 606; R v Clough (1992)28 NSWLR 396, 405). That is because prison informer evidence is almost always given",https://jade.io/article/806556/section/140604,jade,NA: JADE
1322,183,[1996]2 Qd R 587;,The Queen (1993)179 CLR 44; [1993]HCA 71; R v Lawson [1996]2 Qd R 587; R v Van Wirdum [1994]QCA 476). The police officers say,https://www.queenslandjudgments.com.au/case/id/501617,queenslandjudgments,NA: QR
1323,183,[1994]QCA 476).,v Lawson [1996]2 Qd R 587; R v Van Wirdum [1994]QCA 476). The police officers say that the defendant made an admission,http://archive.sclqld.org.au/qjudgment/1994/QCA94-476.pdf,sclqld,https://jade.io/article/205998
1324,186,(2006) 94 SASR 141;,"displaying shock when misconduct is revealed [R v Y, DB (2006) 94 SASR 141; [2006] SASC 141 (charge of indecent dealing; shocked reaction by",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2009161675&pubNum=4840&originatingDoc=Iadea0c6088e711e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=d6fb6eb52ef64f32983f27cba2094afb&contextData=(sc.Default)&comp=wlau,thomsonreuters,NA: thomsonreuters
1325,186,[2006] SASC,"is revealed [R v Y, DB (2006) 94 SASR 141; [2006] SASC 141 (charge of indecent dealing; shocked reaction by accused when",https://jade.io/article/178867,jade,NA: JADE
1327,186,"[2006]QCA 244],","regret to the victim of one’s crime[see R v Solomon [2006]QCA 244], or failing to make an early complaint about alleged ill-treatment",https://www.queenslandjudgments.com.au/caselaw/qca/2006/244,queenslandjudgments,NA: QR
1328,186,[1984] 2 Qd R 51].,"for him, suddenly deserted his favourite hotel [R v Bitossi [1984] 2 Qd R 51]. R v Chang (2003) 7 VR 236; [2003] VSCA 149",https://www.queenslandjudgments.com.au/case/id/501358,queenslandjudgments,NA: QR
1329,186,(2003) 7 VR,v Bitossi [1984] 2 Qd R 51]. R v Chang (2003) 7 VR 236; [2003] VSCA 149 displays several forms of consciousness of,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2003646154&pubNum=4888&originatingDoc=If0b2e110891a11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=13ab27f419f34e8ca4e9904bde935a7d&contextData=(sc.Default)&comp=wlau,thomsonreuters,NA: thomsonreuters
1331,186,[2003] VSCA 149,Qd R 51]. R v Chang (2003) 7 VR 236; [2003] VSCA 149 displays several forms of consciousness of guilt of murder. Few,https://jade.io/article/71024,jade,NA: JADE
1332,186,"(2000)116 A Crim R 108,","banknotes as the police arrived’. See Graham v The Queen (2000)116 A Crim R 108, 119; [2000]TASSC 153 for the raising of a false alibi.",https://anzlaw.thomsonreuters.com/Document/I4bfbbf50890d11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,NA: thomsonreuters
1333,186,119;,"See Graham v The Queen (2000)116 A Crim R 108, 119; [2000]TASSC 153 for the raising of a false alibi. Where",https://jade.io/article/180544/section/140442,jade,NA: JADE
1334,186,[2000]TASSC 153,"Graham v The Queen (2000)116 A Crim R 108, 119; [2000]TASSC 153 for the raising of a false alibi. Where the Crown",https://jade.io/article/180544,jade,NA: JADE
1335,186,(1992)173 CLR 653;,of the case in question. See Edwards v The Queen (1992)173 CLR 653; [1992]HCA 19; R v SBB (2007)175 A Crim R 449;,https://anzlaw.thomsonreuters.com/Document/I431d2bb087ac11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,NA: thomsonreuters
1336,186,[1992]HCA 19;,in question. See Edwards v The Queen (1992)173 CLR 653; [1992]HCA 19; R v SBB (2007)175 A Crim R 449; [2007]QCA 173;,https://jade.io/article/67678,jade,NA: JADE
1337,186,(2007)175 A Crim R,The Queen (1992)173 CLR 653; [1992]HCA 19; R v SBB (2007)175 A Crim R 449; [2007]QCA 173; R v Lennox [2007]QCA 383; R v,https://anzlaw.thomsonreuters.com/Document/I62e601f088b111e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,NA: thomsonreuters
1339,186,[2007]QCA 173;,[1992]HCA 19; R v SBB (2007)175 A Crim R 449; [2007]QCA 173; R v Lennox [2007]QCA 383; R v Chang (2003)7 VR,https://www.queenslandjudgments.com.au/caselaw/qca/2007/173,queenslandjudgments,NA: QR
1340,186,[2007]QCA 383;,(2007)175 A Crim R 449; [2007]QCA 173; R v Lennox [2007]QCA 383; R v Chang (2003)7 VR 236; [2003]VSCA 149. Not all,http://archive.sclqld.org.au/qjudgment/2007/QCA07-383.pdf,sclqld,https://jade.io/article/17123
1341,186,(2003)7 VR 236;,[2007]QCA 173; R v Lennox [2007]QCA 383; R v Chang (2003)7 VR 236; [2003]VSCA 149. Not all such conduct will require a direction.,https://anzlaw.thomsonreuters.com/Document/If0b37d50891a11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,NA: thomsonreuters
1343,186,"[2022]QCA 180,","such conduct will require a direction. In R v WBS [2022]QCA 180, Dalton JA said at [20], citing R v Wildy (2011)111",https://www.queenslandjudgments.com.au/caselaw/qca/2022/180,queenslandjudgments,NA: QR
1344,186,"[20],","In R v WBS [2022]QCA 180, Dalton JA said at [20], citing R v Wildy (2011)111 SASR 189, 194 [20]; [2011]SASCFC",https://jade.io/article/946827/section/318,jade,NA: JADE
1345,186,"(2011)111 SASR 189,","180, Dalton JA said at [20], citing R v Wildy (2011)111 SASR 189, 194 [20]; [2011]SASCFC 131, about lies and other conduct: Queensland",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2026487779&pubNum=4840&originatingDoc=Id3b9d95088e911e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=42f9e8aa925a4d059fca9e26f80df8c5&contextData=(sc.Default)&comp=wlau,thomsonreuters,NA: thomsonreuters
1346,186,194,"said at [20], citing R v Wildy (2011)111 SASR 189, 194 [20]; [2011]SASCFC 131, about lies and other conduct: Queensland Supreme",https://jade.io/article/256452/section/139917,jade,NA: JADE
1347,186,194,"said at [20], citing R v Wildy (2011)111 SASR 189, 194 [20]; [2011]SASCFC 131, about lies and other conduct: Queensland Supreme",https://jade.io/article/256452/section/318,jade,NA: JADE
1349,186,"[2011]SASCFC 131,","[20], citing R v Wildy (2011)111 SASR 189, 194 [20]; [2011]SASCFC 131, about lies and other conduct: Queensland Supreme and District Courts",https://jade.io/article/256452,jade,NA: JADE
1350,187,[1998]CanLII 789,"the Canadian case of R v White [1998]2 SCR 72; [1998]CanLII 789 as follows: ‘It has been recognised, however, that when evidence",https://www.canlii.org/en/ca/scc/doc/1998/1998canlii789/1998canlii789.html,canlii,
1351,187,[2019]1 Qd R 63,Davis J referred to the decision of R v Reid [2019]1 Qd R 63 and the observations of Sofronoff P about the necessity to,https://www.queenslandjudgments.com.au/case/id/512717,queenslandjudgments,NA: QR
1352,188,(1996)87 A Crim R 407);,not require the exclusion of the evidence(see R v Power (1996)87 A Crim R 407); although questions of admissibility having regard to the probative value,https://anzlaw.thomsonreuters.com/Document/I02560e9088e611e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,NA: thomsonreuters
1353,188,"(2016)258 CLR 308,","by the evidence should be considered and weighed(R v Baden-Clay (2016)258 CLR 308, 332-333 [77]; [2016]HCA 35). In the case of murder Whether",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2039669375&pubNum=3586&originatingDoc=Ie250e2b087cc11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=e5cf46d7ea9144ee9f6baf967d7b7a76&contextData=(sc.Default)&comp=wlau,thomsonreuters,NA: thomsonreuters
1354,188,332-333,"should be considered and weighed(R v Baden-Clay (2016)258 CLR 308, 332-333 [77]; [2016]HCA 35). In the case of murder Whether post-offence",https://jade.io/article/489654/section/141,jade,NA: JADE
1356,188,[2016]HCA 35).,"considered and weighed(R v Baden-Clay (2016)258 CLR 308, 332-333 [77]; [2016]HCA 35). In the case of murder Whether post-offence conduct is capable",https://www.hcourt.gov.au/sites/default/files/eresources/2016/HCA/35.pdf,hcourt,https://jade.io/article/489654
1359,188,332,"between murder and manslaughter (R v Baden-Clay (2016)258 CLR 308, 332 [74]; [2016]HCA 35). There may be cases where an accused",https://jade.io/article/489654/section/140833,jade,NA: JADE
1366,188,"(2006)16 VR 26,","CLR 308, 332 [74]; [2016]HCA 35, citing R v Ciantar (2006)16 VR 26, [38]-[40], [65]-[67]; [2006]VSCA 263; R v DAN [2007]QCA 66, [89],",https://anzlaw.thomsonreuters.com/Document/I41051870891d11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,NA: thomsonreuters
1367,188,"[38]-[40],","[74]; [2016]HCA 35, citing R v Ciantar (2006)16 VR 26, [38]-[40], [65]-[67]; [2006]VSCA 263; R v DAN [2007]QCA 66, [89], [99]).",https://jade.io/article/71949/section/6610,jade,NA: JADE
1370,188,[65]-[67];,"[2016]HCA 35, citing R v Ciantar (2006)16 VR 26, [38]-[40], [65]-[67]; [2006]VSCA 263; R v DAN [2007]QCA 66, [89], [99]). See",https://jade.io/article/71949/section/2103,jade,NA: JADE
1373,188,[2006]VSCA 263;,"35, citing R v Ciantar (2006)16 VR 26, [38]-[40], [65]-[67]; [2006]VSCA 263; R v DAN [2007]QCA 66, [89], [99]). See also as",https://jade.io/article/71949,jade,NA: JADE
1374,188,"[2007]QCA 66,","(2006)16 VR 26, [38]-[40], [65]-[67]; [2006]VSCA 263; R v DAN [2007]QCA 66, [89], [99]). See also as stated in R v Andres",http://archive.sclqld.org.au/qjudgment/2007/QCA07-066.pdf,sclqld,https://jade.io/article/57118
1375,188,"[89],","26, [38]-[40], [65]-[67]; [2006]VSCA 263; R v DAN [2007]QCA 66, [89], [99]). See also as stated in R v Andres [2015]QCA",https://jade.io/article/57118/section/1023,jade,NA: JADE
1376,188,[99]).,"[38]-[40], [65]-[67]; [2006]VSCA 263; R v DAN [2007]QCA 66, [89], [99]). See also as stated in R v Andres [2015]QCA 167",https://jade.io/article/57118/section/779,jade,NA: JADE
1377,188,[2015]QCA 167,"[89], [99]). See also as stated in R v Andres [2015]QCA 167 at [131]. But see R v Oliver [2016]QCA 27 at",http://archive.sclqld.org.au/qjudgment/2015/QCA15-167.pdf,sclqld,https://jade.io/article/407749
1378,188,[131].,"also as stated in R v Andres [2015]QCA 167 at [131]. But see R v Oliver [2016]QCA 27 at [55], [58],",https://jade.io/article/407749/section/2212,jade,NA: JADE
1379,188,[2016]QCA 27,"Andres [2015]QCA 167 at [131]. But see R v Oliver [2016]QCA 27 at [55], [58], [63]: ‘Whilst … matters, individually, may have",http://archive.sclqld.org.au/qjudgment/2016/QCA16-027.pdf,sclqld,https://jade.io/article/447273
1380,188,"[55],","at [131]. But see R v Oliver [2016]QCA 27 at [55], [58], [63]: ‘Whilst … matters, individually, may have been equally",https://jade.io/article/447273/section/140529,jade,NA: JADE
1381,188,"[58],","[131]. But see R v Oliver [2016]QCA 27 at [55], [58], [63]: ‘Whilst … matters, individually, may have been equally consistent",https://jade.io/article/447273/section/140806,jade,NA: JADE
1382,188,[63]:,"But see R v Oliver [2016]QCA 27 at [55], [58], [63]: ‘Whilst … matters, individually, may have been equally consistent with",https://jade.io/article/447273/section/715,jade,NA: JADE
1383,188,"[1989]1 Qd R 572,","of guilt can be safely drawn. See R v Melrose [1989]1 Qd R 572, 574-575. For an example of flight during trial see R",https://www.queenslandjudgments.com.au/case/id/503928,queenslandjudgments,NA: QR
1384,188,574-575.,"safely drawn. See R v Melrose [1989]1 Qd R 572, 574-575. For an example of flight during trial see R v",https://jade.io/citation/415777/section/3508,jade,NA: JADE
1385,188,(2000)111 A Crim R 60;,an example of flight during trial see R v Festa (2000)111 A Crim R 60; [2000]QCA 73. It is not essential that the jury be,https://anzlaw.thomsonreuters.com/Document/Ifc4ddfe088aa11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,NA: thomsonreuters
1386,188,[2000]QCA 73.,trial see R v Festa (2000)111 A Crim R 60; [2000]QCA 73. It is not essential that the jury be told in,https://www.queenslandjudgments.com.au/caselaw/qca/2000/73,queenslandjudgments,NA: QR
1387,188,"[1993]2 Qd R 195,","not necessarily conclusive of guilt (see R v El Adl [1993]2 Qd R 195, 198). Queensland Supreme and District Courts Criminal Directions Benchbook (2026",https://www.queenslandjudgments.com.au/case/id/506824,queenslandjudgments,NA: QR
1388,188,198).,"guilt (see R v El Adl [1993]2 Qd R 195, 198). Queensland Supreme and District Courts Criminal Directions Benchbook (2026 Edition)",https://jade.io/citation/437410/section/140079,jade,NA: JADE
1392,189,(1998)194 CLR 106;,"a clear one; see, for example Gipp v The Queen (1998)194 CLR 106; [1998]HCA 21 and Penney v The Queen (1998)72 ALJR 1316;",https://anzlaw.thomsonreuters.com/Document/Ie87553f087af11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,NA: thomsonreuters
1393,189,[1998]HCA 21,"see, for example Gipp v The Queen (1998)194 CLR 106; [1998]HCA 21 and Penney v The Queen (1998)72 ALJR 1316; [1998] HCA",https://www.hcourt.gov.au/sites/default/files/eresources/2025-10-23/HCA/Gipp%20v%20The%20Queen%20%28B4-1998%29%20%5B1998%5D%20HCA%2021.pdf,hcourt,https://jade.io/article/68042
1394,189,(1998)72 ALJR 1316;,(1998)194 CLR 106; [1998]HCA 21 and Penney v The Queen (1998)72 ALJR 1316; [1998] HCA 51. 4.11.3 Suggested direction [Last reviewed: March 2026],https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1998448219&pubNum=5147&originatingDoc=Iaa40a53087af11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=0f1e885e885e434583219c9ea4750b65&contextData=(sc.Default)&comp=wlau,thomsonreuters,NA: thomsonreuters
1395,189,[1998],[1998]HCA 21 and Penney v The Queen (1998)72 ALJR 1316; [1998] HCA 51. 4.11.3 Suggested direction [Last reviewed: March 2026] (For,https://www.hcourt.gov.au/sites/default/files/eresources/2025-10-23/HCA/Penney%20v%20The%20Queen%20%28A66-1997%29%20%5B1998%5D%20HCA%2051.pdf,hcourt,https://jade.io/article/68075
1397,191,"[2012]1 Qd R 573,","a co-accused. Meaning of incontrovertible verdict In R v Jobling [2012]1 Qd R 573, Jobling and his co-accused(Hinschen)were charged with the murder of Jobling’s",https://www.queenslandjudgments.com.au/case/id/505823,queenslandjudgments,NA: QR
1399,192,(1992) 29 NSWLR 242;,of a co-offender is not relevant: see R v Howard (1992) 29 NSWLR 242; Hui Chi-Ming v The Queen [1992] 1 AC 34. The,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1992357950&pubNum=5138&originatingDoc=I327e5890881211e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=a2bef5ade82f4619914c180859468876&contextData=(sc.Default)&comp=wlau,thomsonreuters,NA: thomsonreuters
1400,192,[1992] 1 AC 34.,Howard (1992) 29 NSWLR 242; Hui Chi-Ming v The Queen [1992] 1 AC 34. The principle of the incontrovertibility of an acquittal clearly applies,https://www.iclr.co.uk/document/1991001824/casereport_15468/html,iclr,NA: ICLR
1402,193,[153]).,"was not challenged on appeal (R v Spencer [2023]QCA 210, [153]). However, it was argued that a miscarriage of justice occurred",https://jade.io/article/1052132/section/2501,jade,NA: JADE
1404,194,"[1999]QCA 270,","and is best avoided(see Thomas JA(in dissent)in R v C [1999]QCA 270, [28]). Generally, a defendant is not permitted to lead ‘alibi’",https://archive.sclqld.org.au/qjudgment/1999/QCA99-270.pdf,sclqld,https://jade.io/article/545037
1405,194,[28]).,"best avoided(see Thomas JA(in dissent)in R v C [1999]QCA 270, [28]). Generally, a defendant is not permitted to lead ‘alibi’ evidence",https://jade.io/article/545037/section/140558,jade,NA: JADE
1406,194,(1985)81 Cr,of an alibi in the Crown case (R v Rossborough (1985)81 Cr App R 139). In R v Heuston (1996)90 A Crim,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=g&serNum=1985031055&pubNum=4705&originatingDoc=I6479A750E42811DA8FC2A0F0355337E9&refType=UD&originationContext=document&transitionType=DocumentItem&ppcid=21e2ffe7355a4fa5a1fa38e190775159&contextData=(sc.DocLink)&comp=wlau,thomsonreuters,NA: thomsonreuters
1408,194,"(1996)90 A Crim R 213,","Rossborough (1985)81 Cr App R 139). In R v Heuston (1996)90 A Crim R 213, Gleeson CJ noted at 217 that the actions of the",https://anzlaw.thomsonreuters.com/Document/I06ede740881711e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,NA: thomsonreuters
1409,194,217,"Heuston (1996)90 A Crim R 213, Gleeson CJ noted at 217 that the actions of the prosecutor in tendering a notice",https://jade.io/citation/2672367/section/140452,jade,NA: JADE
1410,194,"(1980)71 Cr App R 136,","unusual nor irregular. However, see also Watts v The Queen (1980)71 Cr App R 136, which cautioned that the prosecution should carefully consider such a",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=g&serNum=1980027274&pubNum=4705&originatingDoc=I7353FDC0E42811DA8FC2A0F0355337E9&refType=UD&originationContext=document&transitionType=DocumentItem&ppcid=7cd3b8b062404f70ad3649c2118afa87&contextData=(sc.DocLink)&comp=wlau,thomsonreuters,NA: thomsonreuters
1411,194,(1993)178 CLR 193;,given a direction in conformity with Edwards v The Queen (1993)178 CLR 193; [1993]HCA 63 (see also R v J (No 2) [1998]3,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1993376502&pubNum=3586&originatingDoc=Iaed37b2087ac11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=6f1176872c5c4ffca422d742cc4d3ba3&contextData=(sc.Default)&comp=wlau,thomsonreuters,NA: thomsonreuters
1412,194,[1993]HCA 63,"in conformity with Edwards v The Queen (1993)178 CLR 193; [1993]HCA 63 (see also R v J (No 2) [1998]3 VR 602,",https://jade.io/article/67796,jade,NA: JADE
